,District,Type,Count,Amount,Year,state
6234,coimbatore district,TOTAL,1902305,3656789906.019909,2018,tamil-nadu
6235,virudhunagar district,TOTAL,157442,327805716.231165,2018,tamil-nadu
6236,dindigul district,TOTAL,243534,559786657.1867274,2018,tamil-nadu
6237,sivaganga district,TOTAL,128594,293589030.5548705,2018,tamil-nadu
6238,tenkasi district,TOTAL,106431,205216635.26106253,2018,tamil-nadu
6239,chengalpattu district,TOTAL,1974233,3371036660.915929,2018,tamil-nadu
6240,kanniyakumari district,TOTAL,151693,344942162.4855958,2018,tamil-nadu
6241,tirunelveli district,TOTAL,167911,383033218.902779,2018,tamil-nadu
6242,thiruvallur district,TOTAL,1578958,2979682370.963098,2018,tamil-nadu
6243,theni district,TOTAL,113542,276985851.74035156,2018,tamil-nadu
6244,ranipet district,TOTAL,185758,354380535.4720969,2018,tamil-nadu
6245,namakkal district,TOTAL,297669,682145913.4085293,2018,tamil-nadu
6246,vellore district,TOTAL,311703,577960235.4731153,2018,tamil-nadu
6247,thiruvarur district,TOTAL,75304,144518281.7328139,2018,tamil-nadu
6248,tiruchirappalli district,TOTAL,739515,1460934059.6618776,2019,tamil-nadu
6249,ramanathapuram district,TOTAL,117510,261212990.57586715,2019,tamil-nadu
6250,krishnagiri district,TOTAL,848874,1549327562.4754324,2019,tamil-nadu
6251,cuddalore district,TOTAL,371882,699951874.4703772,2019,tamil-nadu
6252,kancheepuram district,TOTAL,1732340,2735468905.1703753,2019,tamil-nadu
6253,tiruppur district,TOTAL,1078231,2186722074.262658,2019,tamil-nadu
6254,dharmapuri district,TOTAL,331500,668652808.0588444,2019,tamil-nadu
6255,thoothukkudi district,TOTAL,180015,359895560.1460023,2019,tamil-nadu
6256,thanjavur district,TOTAL,405498,669639245.9756603,2019,tamil-nadu
6257,madurai district,TOTAL,662080,1386372054.5139372,2019,tamil-nadu
6258,tiruvannamalai district,TOTAL,335517,587600686.1729097,2019,tamil-nadu
6259,salem district,TOTAL,949562,1916555034.6953974,2019,tamil-nadu
6260,nagapattinam district,TOTAL,124400,244377942.67220742,2019,tamil-nadu
6261,tirupathur district,TOTAL,202883,385038982.587596,2019,tamil-nadu
6262,ariyalur district,TOTAL,73816,152352863.72042736,2019,tamil-nadu
6263,chennai district,TOTAL,11642449,18810971714.51368,2019,tamil-nadu
6264,the nilgiris district,TOTAL,158492,309832942.56843877,2019,tamil-nadu
6265,erode district,TOTAL,530256,1057858607.532634,2019,tamil-nadu
6266,karur district,TOTAL,185137,377068327.0145311,2019,tamil-nadu
6267,kallakkurichi district,TOTAL,156496,337609667.69771576,2019,tamil-nadu
6268,viluppuram district,TOTAL,286859,514030368.828369,2019,tamil-nadu
6269,pudukkottai district,TOTAL,184227,348619009.32284886,2019,tamil-nadu
6270,perambalur district,TOTAL,67010,140622320.1727047,2019,tamil-nadu
6271,coimbatore district,TOTAL,2709665,5072064993.630945,2019,tamil-nadu
6272,virudhunagar district,TOTAL,222473,434593501.068418,2019,tamil-nadu
6273,dindigul district,TOTAL,296645,653290732.3983055,2019,tamil-nadu
6274,sivaganga district,TOTAL,159965,364945762.4726825,2019,tamil-nadu
6275,tenkasi district,TOTAL,126012,235423158.3782131,2019,tamil-nadu
6276,chengalpattu district,TOTAL,3285713,4918695631.396448,2019,tamil-nadu
6277,kanniyakumari district,TOTAL,181053,403789101.6641393,2019,tamil-nadu
6278,tirunelveli district,TOTAL,206676,446437662.9956399,2019,tamil-nadu
6279,thiruvallur district,TOTAL,2305713,3957616692.241628,2019,tamil-nadu
6280,theni district,TOTAL,141271,316272934.5833893,2019,tamil-nadu
6281,ranipet district,TOTAL,275147,468967113.39919156,2019,tamil-nadu
6282,namakkal district,TOTAL,381248,779612379.6185097,2019,tamil-nadu
6283,vellore district,TOTAL,521653,796074971.7121506,2019,tamil-nadu
6284,thiruvarur district,TOTAL,97262,195536577.7617722,2019,tamil-nadu
6285,tiruchirappalli district,TOTAL,776306,1748258486.2944925,2019,tamil-nadu
6286,ramanathapuram district,TOTAL,123783,296811295.8616359,2019,tamil-nadu
6287,krishnagiri district,TOTAL,663016,1504554589.8086202,2019,tamil-nadu
6288,cuddalore district,TOTAL,338724,724326506.6539905,2019,tamil-nadu
6289,kancheepuram district,TOTAL,1656532,2936409443.598878,2019,tamil-nadu
6290,tiruppur district,TOTAL,1179119,2631888252.799778,2019,tamil-nadu
6291,dharmapuri district,TOTAL,323447,750439298.4748436,2019,tamil-nadu
6292,thoothukkudi district,TOTAL,185632,412772487.6535857,2019,tamil-nadu
6293,thanjavur district,TOTAL,339651,680121355.5242591,2019,tamil-nadu
6294,madurai district,TOTAL,741073,1703311128.1845107,2019,tamil-nadu
6295,tiruvannamalai district,TOTAL,321071,651936392.503907,2019,tamil-nadu
6296,salem district,TOTAL,1018100,2340941775.7458673,2019,tamil-nadu
6297,nagapattinam district,TOTAL,134853,288878413.0761344,2019,tamil-nadu
6298,tirupathur district,TOTAL,206045,439049538.038205,2019,tamil-nadu
6299,ariyalur district,TOTAL,78382,182726352.90462667,2019,tamil-nadu
6300,chennai district,TOTAL,10577435,20366477248.325935,2019,tamil-nadu
6301,the nilgiris district,TOTAL,137469,343730237.7547302,2019,tamil-nadu
6302,erode district,TOTAL,618730,1395266699.3923202,2019,tamil-nadu
6303,karur district,TOTAL,179180,416267818.15522087,2019,tamil-nadu
6304,kallakkurichi district,TOTAL,166891,378429511.937363,2019,tamil-nadu
6305,viluppuram district,TOTAL,277403,576610926.2303933,2019,tamil-nadu
6306,pudukkottai district,TOTAL,142843,321121330.503316,2019,tamil-nadu
6307,perambalur district,TOTAL,71612,161197712.56576952,2019,tamil-nadu
6308,coimbatore district,TOTAL,3191687,7063644440.487608,2019,tamil-nadu
6309,virudhunagar district,TOTAL,214026,465084869.3948114,2019,tamil-nadu
6310,dindigul district,TOTAL,288758,696936336.7798494,2019,tamil-nadu
6311,sivaganga district,TOTAL,152693,372992810.1422117,2019,tamil-nadu
6312,tenkasi district,TOTAL,110318,247940691.25120723,2019,tamil-nadu
6313,chengalpattu district,TOTAL,3719692,5655296088.730306,2019,tamil-nadu
6314,kanniyakumari district,TOTAL,207995,466208102.0994936,2019,tamil-nadu
6315,tirunelveli district,TOTAL,198144,472709052.2940883,2019,tamil-nadu
6316,thiruvallur district,TOTAL,2486358,4674408137.818318,2019,tamil-nadu
6317,theni district,TOTAL,141459,356493376.3471781,2019,tamil-nadu
6318,ranipet district,TOTAL,252482,511118431.89607203,2019,tamil-nadu
6319,namakkal district,TOTAL,329353,809609337.9236962,2019,tamil-nadu
6320,vellore district,TOTAL,527517,961718767.3510636,2019,tamil-nadu
6321,thiruvarur district,TOTAL,93958,201988781.25331098,2019,tamil-nadu
6322,tiruchirappalli district,TOTAL,1028271,2283457398.7735853,2019,tamil-nadu
6323,ramanathapuram district,TOTAL,164056,364511483.7921167,2019,tamil-nadu
6324,krishnagiri district,TOTAL,906439,1897364248.7738578,2019,tamil-nadu
6325,cuddalore district,TOTAL,429418,854430041.4558713,2019,tamil-nadu
6326,kancheepuram district,TOTAL,2374121,3749463855.838708,2019,tamil-nadu
6327,tiruppur district,TOTAL,1583318,3459384833.8566313,2019,tamil-nadu
6328,dharmapuri district,TOTAL,404500,892434523.6141176,2019,tamil-nadu
6329,thoothukkudi district,TOTAL,251434,514591122.2093332,2019,tamil-nadu
6330,thanjavur district,TOTAL,499378,862709786.020551,2019,tamil-nadu
6331,madurai district,TOTAL,1004838,2163231649.618825,2019,tamil-nadu
6332,tiruvannamalai district,TOTAL,408695,788782442.4394717,2019,tamil-nadu
6333,salem district,TOTAL,1348219,3089948772.2836018,2019,tamil-nadu
6334,nagapattinam district,TOTAL,182524,374062397.54947984,2019,tamil-nadu
6335,tirupathur district,TOTAL,280191,551887987.5341959,2019,tamil-nadu
6336,ariyalur district,TOTAL,102318,210754842.56579608,2019,tamil-nadu
6337,chennai district,TOTAL,11333032,23024193806.41262,2019,tamil-nadu
6338,the nilgiris district,TOTAL,172729,366416212.008214,2019,tamil-nadu
6339,erode district,TOTAL,824050,1809433458.6710446,2019,tamil-nadu
6340,karur district,TOTAL,233312,527606128.129179,2019,tamil-nadu
6341,kallakkurichi district,TOTAL,214180,462594169.6759218,2019,tamil-nadu
6342,viluppuram district,TOTAL,347727,691014122.5419819,2019,tamil-nadu
6343,pudukkottai district,TOTAL,195452,403435245.85255337,2019,tamil-nadu
6344,perambalur district,TOTAL,97443,202989238.0194384,2019,tamil-nadu
6345,coimbatore district,TOTAL,4303835,9457627886.22332,2019,tamil-nadu
6346,virudhunagar district,TOTAL,286960,603050825.4211078,2019,tamil-nadu
6347,dindigul district,TOTAL,411188,865233220.4260747,2019,tamil-nadu
6348,sivaganga district,TOTAL,203568,461238657.754354,2019,tamil-nadu
6349,tenkasi district,TOTAL,149611,316677496.8906262,2019,tamil-nadu
6350,chengalpattu district,TOTAL,5765425,7255276540.840912,2019,tamil-nadu
6351,kanniyakumari district,TOTAL,293582,576372340.2691851,2019,tamil-nadu
6352,tirunelveli district,TOTAL,266559,571521395.652529,2019,tamil-nadu
6353,thiruvallur district,TOTAL,3497534,5790229760.583482,2019,tamil-nadu
6354,theni district,TOTAL,182650,415596823.8817531,2019,tamil-nadu
6355,ranipet district,TOTAL,319434,621745958.3633249,2019,tamil-nadu
6356,namakkal district,TOTAL,436893,1016896335.2618289,2019,tamil-nadu
6357,vellore district,TOTAL,776654,1201803229.5388474,2019,tamil-nadu
6358,thiruvarur district,TOTAL,130645,261636404.8962479,2019,tamil-nadu
6359,tiruchirappalli district,TOTAL,1364259,2850823022.8616314,2019,tamil-nadu
6360,ramanathapuram district,TOTAL,217020,466879310.9724102,2019,tamil-nadu
6361,krishnagiri district,TOTAL,1302647,2599923579.484123,2019,tamil-nadu
6362,cuddalore district,TOTAL,554320,1069462594.6879781,2019,tamil-nadu
6363,kancheepuram district,TOTAL,3134851,4643283492.789846,2019,tamil-nadu
6364,tiruppur district,TOTAL,2020118,4339514037.303126,2019,tamil-nadu
6365,dharmapuri district,TOTAL,545240,1179249689.0943723,2019,tamil-nadu
6366,thoothukkudi district,TOTAL,334748,673765706.7351946,2019,tamil-nadu
6367,thanjavur district,TOTAL,634748,1089380865.8971028,2019,tamil-nadu
6368,madurai district,TOTAL,1315576,2775348044.296371,2019,tamil-nadu
6369,tiruvannamalai district,TOTAL,561787,1076989969.0761592,2019,tamil-nadu
6370,salem district,TOTAL,1754893,3897469229.2628374,2019,tamil-nadu
6371,nagapattinam district,TOTAL,234840,461426174.73255897,2019,tamil-nadu
6372,tirupathur district,TOTAL,385208,757709091.2759188,2019,tamil-nadu
6373,ariyalur district,TOTAL,135252,270334848.5944755,2019,tamil-nadu
6374,chennai district,TOTAL,16437269,31810645818.308853,2019,tamil-nadu
6375,the nilgiris district,TOTAL,254745,537415179.52037,2019,tamil-nadu
6376,erode district,TOTAL,1092587,2315486948.9064226,2019,tamil-nadu
6377,karur district,TOTAL,303847,651278224.9980934,2019,tamil-nadu
6378,kallakkurichi district,TOTAL,293430,615206202.5476354,2019,tamil-nadu
6379,viluppuram district,TOTAL,478192,911152034.8421421,2019,tamil-nadu
6380,pudukkottai district,TOTAL,250329,513371629.4764075,2019,tamil-nadu
6381,perambalur district,TOTAL,130104,262954158.27917016,2019,tamil-nadu
6382,coimbatore district,TOTAL,5937176,11949970482.923735,2019,tamil-nadu
6383,virudhunagar district,TOTAL,371435,780408757.3399825,2019,tamil-nadu
6384,dindigul district,TOTAL,570988,1157558219.820724,2019,tamil-nadu
6385,sivaganga district,TOTAL,293949,681274042.3255894,2019,tamil-nadu
6386,tenkasi district,TOTAL,193559,403713924.4305418,2019,tamil-nadu
6387,chengalpattu district,TOTAL,7809082,9083457170.596087,2019,tamil-nadu
6388,kanniyakumari district,TOTAL,421655,795547991.5668749,2019,tamil-nadu
6389,tirunelveli district,TOTAL,360780,745395226.0570003,2019,tamil-nadu
6390,thiruvallur district,TOTAL,4441180,7308502938.397885,2019,tamil-nadu
6391,theni district,TOTAL,256489,559543041.1831771,2019,tamil-nadu
6392,ranipet district,TOTAL,421689,816050436.4792322,2019,tamil-nadu
6393,namakkal district,TOTAL,559495,1234659045.0414333,2019,tamil-nadu
6394,vellore district,TOTAL,1053293,1572585255.604042,2019,tamil-nadu
6395,thiruvarur district,TOTAL,169631,333129126.8343694,2019,tamil-nadu
6396,tiruchirappalli district,TOTAL,1199094,2346754055.982828,2020,tamil-nadu
6397,ramanathapuram district,TOTAL,268096,551491648.9763203,2020,tamil-nadu
6398,krishnagiri district,TOTAL,1806032,3381602583.567412,2020,tamil-nadu
6399,cuddalore district,TOTAL,669682,1217389579.539032,2020,tamil-nadu
6400,kancheepuram district,TOTAL,3618880,5144042351.014135,2020,tamil-nadu
6401,tiruppur district,TOTAL,1918620,3829323477.068222,2020,tamil-nadu
6402,dharmapuri district,TOTAL,710147,1428767862.8124611,2020,tamil-nadu
6403,thoothukkudi district,TOTAL,429017,812706179.7567607,2020,tamil-nadu
6404,thanjavur district,TOTAL,741474,1219035469.0939274,2020,tamil-nadu
6405,madurai district,TOTAL,1334450,2667507196.7747316,2020,tamil-nadu
6406,tiruvannamalai district,TOTAL,701438,1285320071.0873718,2020,tamil-nadu
6407,salem district,TOTAL,1816883,3938965855.265399,2020,tamil-nadu
6408,nagapattinam district,TOTAL,286488,547649427.1614035,2020,tamil-nadu
6409,tirupathur district,TOTAL,497274,918744039.3870187,2020,tamil-nadu
6410,ariyalur district,TOTAL,165086,313673706.1626035,2020,tamil-nadu
6411,chennai district,TOTAL,21747309,40923609646.495,2020,tamil-nadu
6412,the nilgiris district,TOTAL,286999,541866233.1436044,2020,tamil-nadu
6413,erode district,TOTAL,1099499,2216542209.891259,2020,tamil-nadu
6414,karur district,TOTAL,295868,575547948.160764,2020,tamil-nadu
6415,kallakkurichi district,TOTAL,389050,749829658.229165,2020,tamil-nadu
6416,viluppuram district,TOTAL,597802,1047289608.22813,2020,tamil-nadu
6417,pudukkottai district,TOTAL,311955,586368876.6260985,2020,tamil-nadu
6418,perambalur district,TOTAL,145161,268745282.72051567,2020,tamil-nadu
6419,coimbatore district,TOTAL,6238270,11125605562.452183,2020,tamil-nadu
6420,virudhunagar district,TOTAL,479760,905206376.5507178,2020,tamil-nadu
6421,dindigul district,TOTAL,709993,1404557847.0136855,2020,tamil-nadu
6422,sivaganga district,TOTAL,325464,668117971.0738193,2020,tamil-nadu
6423,tenkasi district,TOTAL,243203,464791849.43443143,2020,tamil-nadu
6424,chengalpattu district,TOTAL,8891884,10378205348.593529,2020,tamil-nadu
6425,kanniyakumari district,TOTAL,496514,897557961.7598515,2020,tamil-nadu
6426,tirunelveli district,TOTAL,456558,862756791.3530397,2020,tamil-nadu
6427,thiruvallur district,TOTAL,5190597,8255497494.992451,2020,tamil-nadu
6428,theni district,TOTAL,317448,663250209.0122557,2020,tamil-nadu
6429,ranipet district,TOTAL,510180,954319079.6542504,2020,tamil-nadu
6430,namakkal district,TOTAL,608364,1275350220.2316668,2020,tamil-nadu
6431,vellore district,TOTAL,1236004,1793602013.1346076,2020,tamil-nadu
6432,thiruvarur district,TOTAL,212930,408094487.0434287,2020,tamil-nadu
6433,tiruchirappalli district,TOTAL,1239752,2259353198.2312646,2020,tamil-nadu
6434,ramanathapuram district,TOTAL,403786,661632822.2122507,2020,tamil-nadu
6435,krishnagiri district,TOTAL,1815882,2926042853.4562645,2020,tamil-nadu
6436,cuddalore district,TOTAL,929530,1458835726.4592264,2020,tamil-nadu
6437,kancheepuram district,TOTAL,2203060,3393883768.0840974,2020,tamil-nadu
6438,tiruppur district,TOTAL,1672101,2911511483.8182716,2020,tamil-nadu
6439,dharmapuri district,TOTAL,971777,1539558695.6271136,2020,tamil-nadu
6440,thoothukkudi district,TOTAL,585510,938884780.0900332,2020,tamil-nadu
6441,thanjavur district,TOTAL,783386,1304374742.2084258,2020,tamil-nadu
6442,madurai district,TOTAL,1479517,2674909377.6650577,2020,tamil-nadu
6443,tiruvannamalai district,TOTAL,1016764,1564647529.0364478,2020,tamil-nadu
6444,salem district,TOTAL,1996687,3860454261.651264,2020,tamil-nadu
6445,nagapattinam district,TOTAL,390613,608201139.5141095,2020,tamil-nadu
6446,tirupathur district,TOTAL,631124,960294057.5729527,2020,tamil-nadu
6447,ariyalur district,TOTAL,263779,410063988.60662913,2020,tamil-nadu
6448,chennai district,TOTAL,12611208,29147317644.503105,2020,tamil-nadu
6449,the nilgiris district,TOTAL,355454,581703441.9510607,2020,tamil-nadu
6450,erode district,TOTAL,1139240,2119973187.1860313,2020,tamil-nadu
6451,karur district,TOTAL,382119,633428413.9921837,2020,tamil-nadu
6452,kallakkurichi district,TOTAL,607847,980428588.7206059,2020,tamil-nadu
6453,viluppuram district,TOTAL,766917,1162943132.2356915,2020,tamil-nadu
6454,pudukkottai district,TOTAL,459794,750888437.2587082,2020,tamil-nadu
6455,perambalur district,TOTAL,198639,329964998.7805215,2020,tamil-nadu
6456,coimbatore district,TOTAL,4598586,9331489602.73216,2020,tamil-nadu
6457,virudhunagar district,TOTAL,638466,1035203731.1760523,2020,tamil-nadu
6458,dindigul district,TOTAL,875201,1467678448.642478,2020,tamil-nadu
6459,sivaganga district,TOTAL,466843,832938854.3656999,2020,tamil-nadu
6460,tenkasi district,TOTAL,393743,607997551.0017486,2020,tamil-nadu
6461,chengalpattu district,TOTAL,3911793,5672393784.752347,2020,tamil-nadu
6462,kanniyakumari district,TOTAL,642785,1002764983.21273,2020,tamil-nadu
6463,tirunelveli district,TOTAL,595006,981716780.5785341,2020,tamil-nadu
6464,thiruvallur district,TOTAL,3872452,6511946063.8743,2020,tamil-nadu
6465,theni district,TOTAL,456942,841976234.1873717,2020,tamil-nadu
6466,ranipet district,TOTAL,609090,998988164.0633076,2020,tamil-nadu
6467,namakkal district,TOTAL,686147,1323772060.7081692,2020,tamil-nadu
6468,vellore district,TOTAL,907130,1535487877.7360196,2020,tamil-nadu
6469,thiruvarur district,TOTAL,311440,502858490.9367853,2020,tamil-nadu
6470,tiruchirappalli district,TOTAL,1609739,3502678622.7949715,2020,tamil-nadu
6471,ramanathapuram district,TOTAL,450267,948111943.4278743,2020,tamil-nadu
6472,krishnagiri district,TOTAL,2701216,4989224721.359926,2020,tamil-nadu
6473,cuddalore district,TOTAL,1103451,2101118231.9752603,2020,tamil-nadu
6474,kancheepuram district,TOTAL,3333347,5572087481.284177,2020,tamil-nadu
6475,tiruppur district,TOTAL,2654998,5542739051.315315,2020,tamil-nadu
6476,dharmapuri district,TOTAL,1221794,2483972861.1500587,2020,tamil-nadu
6477,thoothukkudi district,TOTAL,720309,1430208948.909895,2020,tamil-nadu
6478,thanjavur district,TOTAL,932026,1944980672.5183542,2020,tamil-nadu
6479,madurai district,TOTAL,2157858,4867134340.423642,2020,tamil-nadu
6480,tiruvannamalai district,TOTAL,1117986,2109539881.7810178,2020,tamil-nadu
6481,salem district,TOTAL,3016579,6990924402.004694,2020,tamil-nadu
6482,nagapattinam district,TOTAL,442833,905174369.872862,2020,tamil-nadu
6483,tirupathur district,TOTAL,767383,1468351781.2540286,2020,tamil-nadu
6484,ariyalur district,TOTAL,290012,560977093.7598886,2020,tamil-nadu
6485,chennai district,TOTAL,17354210,39868873382.45007,2020,tamil-nadu
6486,the nilgiris district,TOTAL,426914,842011481.384361,2020,tamil-nadu
6487,erode district,TOTAL,1662818,3580607368.6476808,2020,tamil-nadu
6488,karur district,TOTAL,476013,959688140.4116528,2020,tamil-nadu
6489,kallakkurichi district,TOTAL,709498,1411184195.1598125,2020,tamil-nadu
6490,viluppuram district,TOTAL,890428,1650714869.6221972,2020,tamil-nadu
6491,pudukkottai district,TOTAL,511066,1002875479.7404414,2020,tamil-nadu
6492,perambalur district,TOTAL,248365,486856551.5866273,2020,tamil-nadu
6493,coimbatore district,TOTAL,6742559,13861133095.484821,2020,tamil-nadu
6494,virudhunagar district,TOTAL,755042,1537205704.5032408,2020,tamil-nadu
6495,dindigul district,TOTAL,1046352,2133131071.9329844,2020,tamil-nadu
6496,sivaganga district,TOTAL,560050,1214796694.780692,2020,tamil-nadu
6497,tenkasi district,TOTAL,437580,877523651.9291975,2020,tamil-nadu
6498,chengalpattu district,TOTAL,5205491,7909757202.294512,2020,tamil-nadu
6499,kanniyakumari district,TOTAL,807770,1584289202.7996368,2020,tamil-nadu
6500,tirunelveli district,TOTAL,735138,1502249272.994345,2020,tamil-nadu
6501,thiruvallur district,TOTAL,5496010,10295422113.34424,2020,tamil-nadu
6502,theni district,TOTAL,536068,1206090412.7910213,2020,tamil-nadu
6503,ranipet district,TOTAL,758850,1435344028.935311,2020,tamil-nadu
6504,namakkal district,TOTAL,878266,1988968361.8025646,2020,tamil-nadu
6505,vellore district,TOTAL,1172385,2371471268.3532925,2020,tamil-nadu
6506,thiruvarur district,TOTAL,347154,703997543.8828171,2020,tamil-nadu
6507,tiruchirappalli district,TOTAL,2464746,5291331688.157503,2020,tamil-nadu
6508,ramanathapuram district,TOTAL,622498,1360009136.1764975,2020,tamil-nadu
6509,krishnagiri district,TOTAL,5011992,9044884706.251484,2020,tamil-nadu
6510,cuddalore district,TOTAL,1633984,3084770467.789626,2020,tamil-nadu
6511,kancheepuram district,TOTAL,6509711,9795433898.261469,2020,tamil-nadu
6512,tiruppur district,TOTAL,4364806,8662796446.594257,2020,tamil-nadu
6513,dharmapuri district,TOTAL,1902446,4029773950.47177,2020,tamil-nadu
6514,thoothukkudi district,TOTAL,1025293,2096065758.5672612,2020,tamil-nadu
6515,thanjavur district,TOTAL,1385065,2813748477.8655963,2020,tamil-nadu
6516,madurai district,TOTAL,3222620,7010358411.213523,2020,tamil-nadu
6517,tiruvannamalai district,TOTAL,1662872,3151358781.4440365,2020,tamil-nadu
6518,salem district,TOTAL,4407759,9865912487.837538,2020,tamil-nadu
6519,nagapattinam district,TOTAL,664899,1298601389.6956697,2020,tamil-nadu
6520,tirupathur district,TOTAL,1301514,2436174292.046173,2020,tamil-nadu
6521,ariyalur district,TOTAL,387497,743274399.6431041,2020,tamil-nadu
6522,chennai district,TOTAL,24172148,46230345977.314285,2020,tamil-nadu
6523,the nilgiris district,TOTAL,715903,1389804925.0072508,2020,tamil-nadu
6524,erode district,TOTAL,2534766,5126731992.032161,2020,tamil-nadu
6525,karur district,TOTAL,721954,1457183761.2301733,2020,tamil-nadu
6526,kallakkurichi district,TOTAL,959178,1942813252.5128467,2020,tamil-nadu
6527,viluppuram district,TOTAL,1372880,2475210959.1676445,2020,tamil-nadu
6528,pudukkottai district,TOTAL,724855,1483819411.301909,2020,tamil-nadu
6529,perambalur district,TOTAL,365657,715175756.890573,2020,tamil-nadu
6530,coimbatore district,TOTAL,10473572,18723397961.28515,2020,tamil-nadu
6531,virudhunagar district,TOTAL,1102516,2383190479.025921,2020,tamil-nadu
6532,dindigul district,TOTAL,1631369,3318607660.087685,2020,tamil-nadu
6533,sivaganga district,TOTAL,797194,1721864988.6506038,2020,tamil-nadu
6534,tenkasi district,TOTAL,609674,1274667229.591744,2020,tamil-nadu
6535,chengalpattu district,TOTAL,10168033,13669246947.729094,2020,tamil-nadu
6536,kanniyakumari district,TOTAL,1166505,2382779400.116146,2020,tamil-nadu
6537,tirunelveli district,TOTAL,1111193,2260434387.216198,2020,tamil-nadu
6538,thiruvallur district,TOTAL,10184454,17303936393.2994,2020,tamil-nadu
6539,theni district,TOTAL,804224,1801741591.6517766,2020,tamil-nadu
6540,ranipet district,TOTAL,1248949,2325606203.7697453,2020,tamil-nadu
6541,namakkal district,TOTAL,1351038,3027640522.714216,2020,tamil-nadu
6542,vellore district,TOTAL,1923419,3810475312.8014083,2020,tamil-nadu
6543,thiruvarur district,TOTAL,472518,964028095.5818014,2020,tamil-nadu
6544,tiruchirappalli district,TOTAL,2534430,5757901187.932753,2021,tamil-nadu
6545,ramanathapuram district,TOTAL,631789,1554931692.7774014,2021,tamil-nadu
6546,krishnagiri district,TOTAL,5202492,9440763059.482832,2021,tamil-nadu
6547,cuddalore district,TOTAL,1707504,3517107575.659477,2021,tamil-nadu
6548,kancheepuram district,TOTAL,7239244,10815729803.342922,2021,tamil-nadu
6549,tiruppur district,TOTAL,4975985,9855808601.269077,2021,tamil-nadu
6550,dharmapuri district,TOTAL,1935044,4467489202.169479,2021,tamil-nadu
6551,thoothukkudi district,TOTAL,1024223,2295990424.1404276,2021,tamil-nadu
6552,thanjavur district,TOTAL,1422654,3220591281.6633296,2021,tamil-nadu
6553,madurai district,TOTAL,3516926,7776155489.0908375,2021,tamil-nadu
6554,tiruvannamalai district,TOTAL,1645538,3445029710.066068,2021,tamil-nadu
6555,salem district,TOTAL,5675889,12397067358.312304,2021,tamil-nadu
6556,nagapattinam district,TOTAL,689365,1537599764.657482,2021,tamil-nadu
6557,tirupathur district,TOTAL,1373386,2765064695.423464,2021,tamil-nadu
6558,ariyalur district,TOTAL,381503,827174237.8486408,2021,tamil-nadu
6559,chennai district,TOTAL,39623781,67401706552.93741,2021,tamil-nadu
6560,the nilgiris district,TOTAL,765592,1525536741.0368812,2021,tamil-nadu
6561,erode district,TOTAL,3015359,6105816825.193926,2021,tamil-nadu
6562,karur district,TOTAL,743870,1632503232.2905831,2021,tamil-nadu
6563,kallakkurichi district,TOTAL,992263,2227491859.8830943,2021,tamil-nadu
6564,viluppuram district,TOTAL,1447099,2796485186.5226917,2021,tamil-nadu
6565,pudukkottai district,TOTAL,717862,1670160006.5136104,2021,tamil-nadu
6566,perambalur district,TOTAL,362847,795881350.4264938,2021,tamil-nadu
6567,coimbatore district,TOTAL,13630124,22657497371.80345,2021,tamil-nadu
6568,virudhunagar district,TOTAL,1109562,2480352479.604073,2021,tamil-nadu
6569,dindigul district,TOTAL,1675353,3733288913.068657,2021,tamil-nadu
6570,sivaganga district,TOTAL,803444,1871616574.1551266,2021,tamil-nadu
6571,tenkasi district,TOTAL,586227,1368272015.8617854,2021,tamil-nadu
6572,chengalpattu district,TOTAL,11689531,15537387199.626888,2021,tamil-nadu
6573,kanniyakumari district,TOTAL,1190574,2593569110.9656763,2021,tamil-nadu
6574,tirunelveli district,TOTAL,1143931,2464834832.450224,2021,tamil-nadu
6575,thiruvallur district,TOTAL,11085004,18895161862.27714,2021,tamil-nadu
6576,theni district,TOTAL,831827,1963096378.715371,2021,tamil-nadu
6577,ranipet district,TOTAL,1250636,2494409737.4287558,2021,tamil-nadu
6578,namakkal district,TOTAL,1391436,3321591123.8563447,2021,tamil-nadu
6579,vellore district,TOTAL,2072042,4306538176.971644,2021,tamil-nadu
6580,thiruvarur district,TOTAL,472338,1150542258.225264,2021,tamil-nadu
6581,tiruchirappalli district,TOTAL,2802791,5989876679.724473,2021,tamil-nadu
6582,ramanathapuram district,TOTAL,798185,1781472318.7188895,2021,tamil-nadu
6583,krishnagiri district,TOTAL,5709389,10202810394.134584,2021,tamil-nadu
6584,cuddalore district,TOTAL,2104002,3951860482.8076982,2021,tamil-nadu
6585,kancheepuram district,TOTAL,6712965,10372666957.168972,2021,tamil-nadu
6586,tiruppur district,TOTAL,5150795,9379303653.11161,2021,tamil-nadu
6587,dharmapuri district,TOTAL,2359010,4862765621.436455,2021,tamil-nadu
6588,thoothukkudi district,TOTAL,1235343,2578339769.1596274,2021,tamil-nadu
6589,thanjavur district,TOTAL,1640555,3416074243.8248944,2021,tamil-nadu
6590,madurai district,TOTAL,3953976,8300059490.344873,2021,tamil-nadu
6591,tiruvannamalai district,TOTAL,1985072,3856475911.7971444,2021,tamil-nadu
6592,salem district,TOTAL,6557056,13210082950.603289,2021,tamil-nadu
6593,nagapattinam district,TOTAL,791395,1603740775.831827,2021,tamil-nadu
6594,tirupathur district,TOTAL,1664696,3096439056.0077715,2021,tamil-nadu
