,District,Pincode,No of Registered User,Year,state,Quater
12246,agra,0,257453,2018,uttar-pradesh,Q3
12247,gorakhpur,0,224409,2018,uttar-pradesh,Q3
12248,meerut,0,205977,2018,uttar-pradesh,Q3
12249,bareilly,0,187467,2018,uttar-pradesh,Q3
12250,null,201301,188664,2018,uttar-pradesh,Q3
12251,null,201307,89958,2018,uttar-pradesh,Q3
12252,null,201009,88997,2018,uttar-pradesh,Q3
12253,null,211002,81996,2018,uttar-pradesh,Q3
12254,null,201318,77173,2018,uttar-pradesh,Q3
12255,null,250001,66777,2018,uttar-pradesh,Q3
12256,null,201308,66265,2018,uttar-pradesh,Q3
12257,null,201014,63092,2018,uttar-pradesh,Q3
12258,null,226010,62616,2018,uttar-pradesh,Q3
12259,null,201304,61745,2018,uttar-pradesh,Q3
12260,gautam buddha nagar,0,951342,2018,uttar-pradesh,Q4
12261,lucknow,0,765152,2018,uttar-pradesh,Q4
12262,ghaziabad,0,713372,2018,uttar-pradesh,Q4
12263,prayagraj,0,451019,2018,uttar-pradesh,Q4
12264,varanasi,0,447144,2018,uttar-pradesh,Q4
12265,kanpur nagar,0,434315,2018,uttar-pradesh,Q4
12266,agra,0,322749,2018,uttar-pradesh,Q4
12267,gorakhpur,0,279761,2018,uttar-pradesh,Q4
12268,meerut,0,258843,2018,uttar-pradesh,Q4
12269,bareilly,0,233073,2018,uttar-pradesh,Q4
12270,null,201301,250205,2018,uttar-pradesh,Q4
12271,null,201009,118561,2018,uttar-pradesh,Q4
12272,null,201307,115602,2018,uttar-pradesh,Q4
12273,null,211002,99215,2018,uttar-pradesh,Q4
12274,null,201318,98765,2018,uttar-pradesh,Q4
12275,null,201102,83251,2018,uttar-pradesh,Q4
12276,null,201308,83096,2018,uttar-pradesh,Q4
12277,null,250001,82743,2018,uttar-pradesh,Q4
12278,null,201014,81787,2018,uttar-pradesh,Q4
12279,null,201304,81781,2018,uttar-pradesh,Q4
12280,gautam buddha nagar,0,1143614,2019,uttar-pradesh,Q1
12281,lucknow,0,896208,2019,uttar-pradesh,Q1
12282,ghaziabad,0,859583,2019,uttar-pradesh,Q1
12283,prayagraj,0,532230,2019,uttar-pradesh,Q1
12284,varanasi,0,524667,2019,uttar-pradesh,Q1
12285,kanpur nagar,0,511583,2019,uttar-pradesh,Q1
12286,agra,0,392222,2019,uttar-pradesh,Q1
12287,gorakhpur,0,336196,2019,uttar-pradesh,Q1
12288,meerut,0,311930,2019,uttar-pradesh,Q1
12289,bareilly,0,279714,2019,uttar-pradesh,Q1
12290,null,201301,301260,2019,uttar-pradesh,Q1
12291,null,201009,144046,2019,uttar-pradesh,Q1
12292,null,201307,135947,2019,uttar-pradesh,Q1
12293,null,201318,118300,2019,uttar-pradesh,Q1
12294,null,211002,115266,2019,uttar-pradesh,Q1
12295,null,201102,103700,2019,uttar-pradesh,Q1
12296,null,201304,98500,2019,uttar-pradesh,Q1
12297,null,250001,98424,2019,uttar-pradesh,Q1
12298,null,201308,97239,2019,uttar-pradesh,Q1
12299,null,201014,95743,2019,uttar-pradesh,Q1
12300,gautam buddha nagar,0,1282816,2019,uttar-pradesh,Q2
12301,lucknow,0,1011470,2019,uttar-pradesh,Q2
12302,ghaziabad,0,975605,2019,uttar-pradesh,Q2
12303,prayagraj,0,602739,2019,uttar-pradesh,Q2
12304,kanpur nagar,0,585796,2019,uttar-pradesh,Q2
12305,varanasi,0,583444,2019,uttar-pradesh,Q2
12306,agra,0,461224,2019,uttar-pradesh,Q2
12307,gorakhpur,0,387961,2019,uttar-pradesh,Q2
12308,meerut,0,361091,2019,uttar-pradesh,Q2
12309,bareilly,0,318597,2019,uttar-pradesh,Q2
12310,null,201301,336709,2019,uttar-pradesh,Q2
12311,null,201009,163175,2019,uttar-pradesh,Q2
12312,null,201307,150570,2019,uttar-pradesh,Q2
12313,null,201318,132350,2019,uttar-pradesh,Q2
12314,null,211002,127093,2019,uttar-pradesh,Q2
12315,null,201102,120848,2019,uttar-pradesh,Q2
12316,null,250001,114100,2019,uttar-pradesh,Q2
12317,null,201304,110497,2019,uttar-pradesh,Q2
12318,null,201308,107652,2019,uttar-pradesh,Q2
12319,null,201014,106204,2019,uttar-pradesh,Q2
12320,gautam buddha nagar,0,1415905,2019,uttar-pradesh,Q3
12321,lucknow,0,1124832,2019,uttar-pradesh,Q3
12322,ghaziabad,0,1088568,2019,uttar-pradesh,Q3
12323,prayagraj,0,667277,2019,uttar-pradesh,Q3
12324,kanpur nagar,0,655175,2019,uttar-pradesh,Q3
12325,varanasi,0,639586,2019,uttar-pradesh,Q3
12326,agra,0,530228,2019,uttar-pradesh,Q3
12327,gorakhpur,0,434172,2019,uttar-pradesh,Q3
12328,meerut,0,408972,2019,uttar-pradesh,Q3
12329,bareilly,0,356146,2019,uttar-pradesh,Q3
12330,null,201301,369425,2019,uttar-pradesh,Q3
12331,null,201009,181701,2019,uttar-pradesh,Q3
12332,null,201307,164576,2019,uttar-pradesh,Q3
12333,null,201318,145568,2019,uttar-pradesh,Q3
12334,null,201102,139053,2019,uttar-pradesh,Q3
12335,null,211002,138117,2019,uttar-pradesh,Q3
12336,null,250001,129231,2019,uttar-pradesh,Q3
12337,null,201304,121814,2019,uttar-pradesh,Q3
12338,null,201308,117632,2019,uttar-pradesh,Q3
12339,null,247001,116900,2019,uttar-pradesh,Q3
12340,gautam buddha nagar,0,1537791,2019,uttar-pradesh,Q4
12341,lucknow,0,1221681,2019,uttar-pradesh,Q4
12342,ghaziabad,0,1189357,2019,uttar-pradesh,Q4
12343,prayagraj,0,738307,2019,uttar-pradesh,Q4
12344,kanpur nagar,0,718251,2019,uttar-pradesh,Q4
12345,varanasi,0,706509,2019,uttar-pradesh,Q4
12346,agra,0,593453,2019,uttar-pradesh,Q4
12347,gorakhpur,0,483523,2019,uttar-pradesh,Q4
12348,meerut,0,455353,2019,uttar-pradesh,Q4
12349,bareilly,0,398897,2019,uttar-pradesh,Q4
12350,null,201301,398548,2019,uttar-pradesh,Q4
12351,null,201009,198846,2019,uttar-pradesh,Q4
12352,null,201307,177022,2019,uttar-pradesh,Q4
12353,null,201318,157783,2019,uttar-pradesh,Q4
12354,null,201102,156516,2019,uttar-pradesh,Q4
12355,null,211002,149208,2019,uttar-pradesh,Q4
12356,null,250001,142373,2019,uttar-pradesh,Q4
12357,null,201304,132136,2019,uttar-pradesh,Q4
12358,null,247001,128979,2019,uttar-pradesh,Q4
12359,null,201308,126492,2019,uttar-pradesh,Q4
12360,gautam buddha nagar,0,1656331,2020,uttar-pradesh,Q1
12361,lucknow,0,1329098,2020,uttar-pradesh,Q1
12362,ghaziabad,0,1296464,2020,uttar-pradesh,Q1
12363,prayagraj,0,816436,2020,uttar-pradesh,Q1
12364,kanpur nagar,0,788847,2020,uttar-pradesh,Q1
12365,varanasi,0,777234,2020,uttar-pradesh,Q1
12366,agra,0,668251,2020,uttar-pradesh,Q1
12367,gorakhpur,0,539316,2020,uttar-pradesh,Q1
12368,meerut,0,509693,2020,uttar-pradesh,Q1
12369,bareilly,0,452872,2020,uttar-pradesh,Q1
12370,null,201301,425915,2020,uttar-pradesh,Q1
12371,null,201009,216851,2020,uttar-pradesh,Q1
12372,null,201307,188483,2020,uttar-pradesh,Q1
12373,null,201102,176490,2020,uttar-pradesh,Q1
12374,null,201318,170164,2020,uttar-pradesh,Q1
12375,null,211002,159892,2020,uttar-pradesh,Q1
12376,null,250001,156932,2020,uttar-pradesh,Q1
12377,null,247001,145252,2020,uttar-pradesh,Q1
12378,null,201304,142149,2020,uttar-pradesh,Q1
12379,null,201308,134788,2020,uttar-pradesh,Q1
12380,gautam buddha nagar,0,1756163,2020,uttar-pradesh,Q2
12381,lucknow,0,1434386,2020,uttar-pradesh,Q2
12382,ghaziabad,0,1399514,2020,uttar-pradesh,Q2
12383,prayagraj,0,892787,2020,uttar-pradesh,Q2
12384,kanpur nagar,0,864991,2020,uttar-pradesh,Q2
12385,varanasi,0,851213,2020,uttar-pradesh,Q2
12386,agra,0,746336,2020,uttar-pradesh,Q2
12387,gorakhpur,0,600961,2020,uttar-pradesh,Q2
12388,meerut,0,566838,2020,uttar-pradesh,Q2
12389,bareilly,0,507342,2020,uttar-pradesh,Q2
12390,null,201301,445271,2020,uttar-pradesh,Q2
12391,null,201009,233893,2020,uttar-pradesh,Q2
12392,null,201307,198973,2020,uttar-pradesh,Q2
12393,null,201102,197204,2020,uttar-pradesh,Q2
12394,null,201318,181101,2020,uttar-pradesh,Q2
12395,null,250001,171693,2020,uttar-pradesh,Q2
12396,null,211002,168162,2020,uttar-pradesh,Q2
12397,null,247001,163186,2020,uttar-pradesh,Q2
12398,null,201304,150626,2020,uttar-pradesh,Q2
12399,null,244001,148286,2020,uttar-pradesh,Q2
12400,gautam buddha nagar,0,1885370,2020,uttar-pradesh,Q3
12401,lucknow,0,1551932,2020,uttar-pradesh,Q3
12402,ghaziabad,0,1518450,2020,uttar-pradesh,Q3
12403,prayagraj,0,974228,2020,uttar-pradesh,Q3
12404,kanpur nagar,0,941379,2020,uttar-pradesh,Q3
12405,varanasi,0,927313,2020,uttar-pradesh,Q3
12406,agra,0,822893,2020,uttar-pradesh,Q3
12407,gorakhpur,0,661272,2020,uttar-pradesh,Q3
12408,meerut,0,624570,2020,uttar-pradesh,Q3
12409,bareilly,0,558821,2020,uttar-pradesh,Q3
12410,null,201301,472490,2020,uttar-pradesh,Q3
12411,null,201009,254167,2020,uttar-pradesh,Q3
12412,null,201102,217344,2020,uttar-pradesh,Q3
12413,null,201307,212086,2020,uttar-pradesh,Q3
12414,null,201318,195737,2020,uttar-pradesh,Q3
12415,null,250001,187222,2020,uttar-pradesh,Q3
12416,null,247001,180262,2020,uttar-pradesh,Q3
12417,null,211002,179148,2020,uttar-pradesh,Q3
12418,null,244001,163682,2020,uttar-pradesh,Q3
12419,null,201304,161850,2020,uttar-pradesh,Q3
12420,gautam buddha nagar,0,2030178,2020,uttar-pradesh,Q4
12421,lucknow,0,1684510,2020,uttar-pradesh,Q4
12422,ghaziabad,0,1647330,2020,uttar-pradesh,Q4
12423,prayagraj,0,1059982,2020,uttar-pradesh,Q4
12424,kanpur nagar,0,1022768,2020,uttar-pradesh,Q4
12425,varanasi,0,1003989,2020,uttar-pradesh,Q4
12426,agra,0,900497,2020,uttar-pradesh,Q4
12427,gorakhpur,0,722618,2020,uttar-pradesh,Q4
12428,meerut,0,686266,2020,uttar-pradesh,Q4
12429,bareilly,0,611236,2020,uttar-pradesh,Q4
12430,null,201301,504506,2020,uttar-pradesh,Q4
12431,null,201009,275685,2020,uttar-pradesh,Q4
12432,null,201102,240152,2020,uttar-pradesh,Q4
12433,null,201307,227351,2020,uttar-pradesh,Q4
12434,null,201318,212043,2020,uttar-pradesh,Q4
12435,null,250001,203632,2020,uttar-pradesh,Q4
12436,null,247001,199145,2020,uttar-pradesh,Q4
12437,null,211002,193284,2020,uttar-pradesh,Q4
12438,null,244001,180332,2020,uttar-pradesh,Q4
12439,null,202001,177265,2020,uttar-pradesh,Q4
12440,gautam buddha nagar,0,2181874,2021,uttar-pradesh,Q1
12441,lucknow,0,1813076,2021,uttar-pradesh,Q1
12442,ghaziabad,0,1773332,2021,uttar-pradesh,Q1
12443,prayagraj,0,1143612,2021,uttar-pradesh,Q1
12444,kanpur nagar,0,1100587,2021,uttar-pradesh,Q1
12445,varanasi,0,1079309,2021,uttar-pradesh,Q1
12446,agra,0,974389,2021,uttar-pradesh,Q1
12447,gorakhpur,0,780306,2021,uttar-pradesh,Q1
12448,meerut,0,741901,2021,uttar-pradesh,Q1
12449,bareilly,0,662143,2021,uttar-pradesh,Q1
12450,null,201301,541127,2021,uttar-pradesh,Q1
12451,null,201009,296638,2021,uttar-pradesh,Q1
12452,null,201102,260999,2021,uttar-pradesh,Q1
12453,null,201307,243576,2021,uttar-pradesh,Q1
12454,null,201318,228468,2021,uttar-pradesh,Q1
12455,null,250001,218966,2021,uttar-pradesh,Q1
12456,null,247001,215857,2021,uttar-pradesh,Q1
12457,null,211002,207823,2021,uttar-pradesh,Q1
12458,null,244001,195695,2021,uttar-pradesh,Q1
12459,null,202001,191862,2021,uttar-pradesh,Q1
12460,gautam buddha nagar,0,2329954,2021,uttar-pradesh,Q2
12461,lucknow,0,1937173,2021,uttar-pradesh,Q2
12462,ghaziabad,0,1895314,2021,uttar-pradesh,Q2
12463,prayagraj,0,1225800,2021,uttar-pradesh,Q2
12464,kanpur nagar,0,1176708,2021,uttar-pradesh,Q2
12465,varanasi,0,1154661,2021,uttar-pradesh,Q2
12466,agra,0,1044788,2021,uttar-pradesh,Q2
12467,gorakhpur,0,835887,2021,uttar-pradesh,Q2
12468,meerut,0,794314,2021,uttar-pradesh,Q2
12469,bareilly,0,710778,2021,uttar-pradesh,Q2
12470,null,201301,577428,2021,uttar-pradesh,Q2
12471,null,201009,317155,2021,uttar-pradesh,Q2
12472,null,201102,280019,2021,uttar-pradesh,Q2
12473,null,201307,259579,2021,uttar-pradesh,Q2
12474,null,201318,243997,2021,uttar-pradesh,Q2
12475,null,250001,233826,2021,uttar-pradesh,Q2
12476,null,247001,231243,2021,uttar-pradesh,Q2
12477,null,211002,221839,2021,uttar-pradesh,Q2
12478,null,244001,209784,2021,uttar-pradesh,Q2
12479,null,202001,205129,2021,uttar-pradesh,Q2
12480,gautam buddha nagar,0,2496114,2021,uttar-pradesh,Q3
12481,lucknow,0,2076033,2021,uttar-pradesh,Q3
12482,ghaziabad,0,2031752,2021,uttar-pradesh,Q3
12483,prayagraj,0,1320432,2021,uttar-pradesh,Q3
12484,kanpur nagar,0,1263050,2021,uttar-pradesh,Q3
12485,varanasi,0,1239725,2021,uttar-pradesh,Q3
12486,agra,0,1124720,2021,uttar-pradesh,Q3
12487,gorakhpur,0,900171,2021,uttar-pradesh,Q3
12488,meerut,0,853246,2021,uttar-pradesh,Q3
12489,bareilly,0,766809,2021,uttar-pradesh,Q3
12490,null,201301,618043,2021,uttar-pradesh,Q3
12491,null,201009,340418,2021,uttar-pradesh,Q3
12492,null,201102,301296,2021,uttar-pradesh,Q3
12493,null,201307,277408,2021,uttar-pradesh,Q3
12494,null,201318,261291,2021,uttar-pradesh,Q3
12495,null,250001,250431,2021,uttar-pradesh,Q3
12496,null,247001,248285,2021,uttar-pradesh,Q3
12497,null,211002,237827,2021,uttar-pradesh,Q3
12498,null,244001,225790,2021,uttar-pradesh,Q3
12499,null,202001,220275,2021,uttar-pradesh,Q3
12500,gautam buddha nagar,0,2664034,2021,uttar-pradesh,Q4
12501,lucknow,0,2215886,2021,uttar-pradesh,Q4
12502,ghaziabad,0,2169109,2021,uttar-pradesh,Q4
12503,prayagraj,0,1414447,2021,uttar-pradesh,Q4
12504,kanpur nagar,0,1349794,2021,uttar-pradesh,Q4
12505,varanasi,0,1325315,2021,uttar-pradesh,Q4
12506,agra,0,1204274,2021,uttar-pradesh,Q4
12507,gorakhpur,0,964667,2021,uttar-pradesh,Q4
12508,meerut,0,911852,2021,uttar-pradesh,Q4
12509,bareilly,0,821986,2021,uttar-pradesh,Q4
12510,null,201301,659549,2021,uttar-pradesh,Q4
12511,null,201009,363860,2021,uttar-pradesh,Q4
12512,null,201102,322687,2021,uttar-pradesh,Q4
12513,null,201307,295293,2021,uttar-pradesh,Q4
12514,null,201318,278720,2021,uttar-pradesh,Q4
12515,null,250001,267154,2021,uttar-pradesh,Q4
12516,null,247001,265421,2021,uttar-pradesh,Q4
12517,null,211002,254063,2021,uttar-pradesh,Q4
12518,null,244001,241620,2021,uttar-pradesh,Q4
12519,null,202001,235384,2021,uttar-pradesh,Q4
12520,gautam buddha nagar,0,2822463,2022,uttar-pradesh,Q1
12521,lucknow,0,2348173,2022,uttar-pradesh,Q1
12522,ghaziabad,0,2298103,2022,uttar-pradesh,Q1
12523,prayagraj,0,1504572,2022,uttar-pradesh,Q1
12524,kanpur nagar,0,1431918,2022,uttar-pradesh,Q1
12525,varanasi,0,1406056,2022,uttar-pradesh,Q1
12526,agra,0,1279852,2022,uttar-pradesh,Q1
12527,gorakhpur,0,1027283,2022,uttar-pradesh,Q1
12528,meerut,0,967325,2022,uttar-pradesh,Q1
12529,bareilly,0,875033,2022,uttar-pradesh,Q1
12530,null,201301,698600,2022,uttar-pradesh,Q1
12531,null,201009,385906,2022,uttar-pradesh,Q1
12532,null,201102,342842,2022,uttar-pradesh,Q1
12533,null,201307,312146,2022,uttar-pradesh,Q1
12534,null,201318,295067,2022,uttar-pradesh,Q1
12535,null,250001,282898,2022,uttar-pradesh,Q1
12536,null,247001,281578,2022,uttar-pradesh,Q1
12537,null,211002,269413,2022,uttar-pradesh,Q1
12538,null,244001,256505,2022,uttar-pradesh,Q1
12539,null,202001,249614,2022,uttar-pradesh,Q1
12540,gautam buddha nagar,0,2973360,2022,uttar-pradesh,Q2
12541,lucknow,0,2474317,2022,uttar-pradesh,Q2
12542,ghaziabad,0,2421605,2022,uttar-pradesh,Q2
12543,prayagraj,0,1590032,2022,uttar-pradesh,Q2
12544,kanpur nagar,0,1510491,2022,uttar-pradesh,Q2
12545,varanasi,0,1483315,2022,uttar-pradesh,Q2
12546,agra,0,1351856,2022,uttar-pradesh,Q2
12547,gorakhpur,0,1086399,2022,uttar-pradesh,Q2
12548,meerut,0,1020429,2022,uttar-pradesh,Q2
12549,bareilly,0,925536,2022,uttar-pradesh,Q2
12550,null,201301,735907,2022,uttar-pradesh,Q2
12551,null,201009,407033,2022,uttar-pradesh,Q2
12552,null,201102,362067,2022,uttar-pradesh,Q2
12553,null,201307,328207,2022,uttar-pradesh,Q2
12554,null,201318,310735,2022,uttar-pradesh,Q2
12555,null,250001,297920,2022,uttar-pradesh,Q2
12556,null,247001,296944,2022,uttar-pradesh,Q2
12557,null,211002,284353,2022,uttar-pradesh,Q2
12558,null,244001,270738,2022,uttar-pradesh,Q2
12559,null,202001,263278,2022,uttar-pradesh,Q2
12560,gautam buddha nagar,0,3130224,2022,uttar-pradesh,Q3
12561,lucknow,0,2604663,2022,uttar-pradesh,Q3
12562,ghaziabad,0,2549377,2022,uttar-pradesh,Q3
12563,prayagraj,0,1678668,2022,uttar-pradesh,Q3
12564,kanpur nagar,0,1592126,2022,uttar-pradesh,Q3
12565,varanasi,0,1563730,2022,uttar-pradesh,Q3
12566,agra,0,1426154,2022,uttar-pradesh,Q3
12567,gorakhpur,0,1148103,2022,uttar-pradesh,Q3
12568,meerut,0,1075255,2022,uttar-pradesh,Q3
12569,bareilly,0,977218,2022,uttar-pradesh,Q3
12570,null,201301,774591,2022,uttar-pradesh,Q3
12571,null,201009,428994,2022,uttar-pradesh,Q3
12572,null,201102,382248,2022,uttar-pradesh,Q3
12573,null,201307,344791,2022,uttar-pradesh,Q3
12574,null,201318,327083,2022,uttar-pradesh,Q3
12575,null,250001,313513,2022,uttar-pradesh,Q3
12576,null,247001,312774,2022,uttar-pradesh,Q3
12577,null,211002,300022,2022,uttar-pradesh,Q3
12578,null,244001,285618,2022,uttar-pradesh,Q3
12579,null,202001,277452,2022,uttar-pradesh,Q3
12580,gautam buddha nagar,0,3286371,2022,uttar-pradesh,Q4
12581,lucknow,0,2734333,2022,uttar-pradesh,Q4
12582,ghaziabad,0,2676888,2022,uttar-pradesh,Q4
12583,prayagraj,0,1763014,2022,uttar-pradesh,Q4
12584,kanpur nagar,0,1673173,2022,uttar-pradesh,Q4
12585,varanasi,0,1641943,2022,uttar-pradesh,Q4
12586,agra,0,1497144,2022,uttar-pradesh,Q4
12587,gorakhpur,0,1205580,2022,uttar-pradesh,Q4
12588,meerut,0,1127324,2022,uttar-pradesh,Q4
12589,bareilly,0,1025341,2022,uttar-pradesh,Q4
12590,null,201301,814008,2022,uttar-pradesh,Q4
12591,null,201009,451153,2022,uttar-pradesh,Q4
12592,null,201102,402243,2022,uttar-pradesh,Q4
12593,null,201307,361474,2022,uttar-pradesh,Q4
12594,null,201318,343249,2022,uttar-pradesh,Q4
12595,null,250001,328666,2022,uttar-pradesh,Q4
12596,null,247001,328252,2022,uttar-pradesh,Q4
12597,null,211002,316051,2022,uttar-pradesh,Q4
12598,null,244001,300073,2022,uttar-pradesh,Q4
12599,null,202001,291813,2022,uttar-pradesh,Q4
12600,north goa,0,57769,2018,goa,Q1
12601,south goa,0,34167,2018,goa,Q1
12602,null,403516,6466,2018,goa,Q1
12603,null,403601,5251,2018,goa,Q1
12604,null,403001,5240,2018,goa,Q1
12605,null,403401,5138,2018,goa,Q1
12606,null,403802,3850,2018,goa,Q1
12607,null,403722,3844,2018,goa,Q1
12608,null,403507,3831,2018,goa,Q1
12609,null,403521,2841,2018,goa,Q1
12610,null,403515,2443,2018,goa,Q1
12611,null,403509,2386,2018,goa,Q1
12612,north goa,0,76192,2018,goa,Q2
12613,south goa,0,45982,2018,goa,Q2
12614,null,403516,8301,2018,goa,Q2
12615,null,403001,7089,2018,goa,Q2
12616,null,403601,6974,2018,goa,Q2
12617,null,403401,6685,2018,goa,Q2
12618,null,403722,5343,2018,goa,Q2
12619,null,403802,5119,2018,goa,Q2
12620,null,403507,4991,2018,goa,Q2
12621,null,403521,3804,2018,goa,Q2
12622,null,403515,3277,2018,goa,Q2
12623,null,403509,3077,2018,goa,Q2
12624,north goa,0,95307,2018,goa,Q3
12625,south goa,0,58495,2018,goa,Q3
12626,null,403516,9997,2018,goa,Q3
12627,null,403001,8932,2018,goa,Q3
12628,null,403601,8721,2018,goa,Q3
12629,null,403401,8256,2018,goa,Q3
12630,null,403722,7084,2018,goa,Q3
12631,null,403802,6453,2018,goa,Q3
12632,null,403507,6272,2018,goa,Q3
12633,null,403521,4797,2018,goa,Q3
12634,null,403515,4153,2018,goa,Q3
12635,null,403801,3775,2018,goa,Q3
12636,north goa,0,121001,2018,goa,Q4
12637,south goa,0,74349,2018,goa,Q4
12638,null,403516,12486,2018,goa,Q4
12639,null,403001,11471,2018,goa,Q4
12640,null,403601,10977,2018,goa,Q4
12641,null,403401,10356,2018,goa,Q4
12642,null,403722,9148,2018,goa,Q4
12643,null,403802,8151,2018,goa,Q4
12644,null,403507,7980,2018,goa,Q4
12645,null,403521,6106,2018,goa,Q4
12646,null,403515,5194,2018,goa,Q4
12647,null,403509,4753,2018,goa,Q4
12648,north goa,0,147802,2019,goa,Q1
12649,south goa,0,90350,2019,goa,Q1
12650,null,403516,15021,2019,goa,Q1
12651,null,403001,14063,2019,goa,Q1
12652,null,403601,13406,2019,goa,Q1
12653,null,403401,12431,2019,goa,Q1
12654,null,403722,11012,2019,goa,Q1
12655,null,403802,9859,2019,goa,Q1
12656,null,403507,9777,2019,goa,Q1
12657,null,403521,7471,2019,goa,Q1
12658,null,403515,6247,2019,goa,Q1
12659,null,403512,5763,2019,goa,Q1
12660,north goa,0,173002,2019,goa,Q2
12661,south goa,0,105938,2019,goa,Q2
12662,null,403516,17020,2019,goa,Q2
12663,null,403001,16546,2019,goa,Q2
12664,null,403601,15906,2019,goa,Q2
12665,null,403401,14462,2019,goa,Q2
12666,null,403722,12443,2019,goa,Q2
12667,null,403802,11642,2019,goa,Q2
12668,null,403507,11602,2019,goa,Q2
12669,null,403521,8708,2019,goa,Q2
12670,null,403515,7164,2019,goa,Q2
12671,null,403512,6805,2019,goa,Q2
12672,north goa,0,197361,2019,goa,Q3
12673,south goa,0,119833,2019,goa,Q3
12674,null,403516,19191,2019,goa,Q3
12675,null,403001,18952,2019,goa,Q3
12676,null,403601,18205,2019,goa,Q3
12677,null,403401,16425,2019,goa,Q3
12678,null,403722,13795,2019,goa,Q3
12679,null,403507,13252,2019,goa,Q3
12680,null,403802,13185,2019,goa,Q3
12681,null,403521,10022,2019,goa,Q3
12682,null,403515,8059,2019,goa,Q3
12683,null,403512,7853,2019,goa,Q3
12684,north goa,0,220385,2019,goa,Q4
12685,south goa,0,133161,2019,goa,Q4
12686,null,403516,21230,2019,goa,Q4
12687,null,403001,20952,2019,goa,Q4
12688,null,403601,20128,2019,goa,Q4
12689,null,403401,18284,2019,goa,Q4
12690,null,403722,15231,2019,goa,Q4
12691,null,403507,14800,2019,goa,Q4
12692,null,403802,14490,2019,goa,Q4
12693,null,403521,11139,2019,goa,Q4
12694,null,403515,8917,2019,goa,Q4
12695,null,403512,8854,2019,goa,Q4
12696,north goa,0,244309,2020,goa,Q1
12697,south goa,0,147591,2020,goa,Q1
