,District,Pincode,No of Registered User,Year,state,Quater
598,null,560064,303631,2022,karnataka,Q2
599,null,560079,299960,2022,karnataka,Q2
600,bengaluru urban,0,13997602,2022,karnataka,Q3
601,belagavi,0,1635855,2022,karnataka,Q3
602,mysuru,0,1556384,2022,karnataka,Q3
603,tumakuru,0,1070793,2022,karnataka,Q3
604,dakshina kannada,0,1065741,2022,karnataka,Q3
605,ballari,0,1030428,2022,karnataka,Q3
606,dharwad,0,1024771,2022,karnataka,Q3
607,bengaluru rural,0,924127,2022,karnataka,Q3
608,kalaburagi,0,874282,2022,karnataka,Q3
609,vijayapura,0,792750,2022,karnataka,Q3
610,null,560068,601656,2022,karnataka,Q3
611,null,560078,426581,2022,karnataka,Q3
612,null,560076,403229,2022,karnataka,Q3
613,null,560100,357272,2022,karnataka,Q3
614,null,560058,357187,2022,karnataka,Q3
615,null,560043,355534,2022,karnataka,Q3
616,null,560091,355350,2022,karnataka,Q3
617,null,560037,343521,2022,karnataka,Q3
618,null,560064,318618,2022,karnataka,Q3
619,null,560079,314654,2022,karnataka,Q3
620,bengaluru urban,0,14654455,2022,karnataka,Q4
621,belagavi,0,1709145,2022,karnataka,Q4
622,mysuru,0,1627802,2022,karnataka,Q4
623,tumakuru,0,1118547,2022,karnataka,Q4
624,dakshina kannada,0,1112661,2022,karnataka,Q4
625,ballari,0,1079558,2022,karnataka,Q4
626,dharwad,0,1073312,2022,karnataka,Q4
627,bengaluru rural,0,968384,2022,karnataka,Q4
628,kalaburagi,0,913258,2022,karnataka,Q4
629,vijayapura,0,828346,2022,karnataka,Q4
630,null,560068,630255,2022,karnataka,Q4
631,null,560078,446189,2022,karnataka,Q4
632,null,560076,421750,2022,karnataka,Q4
633,null,560058,375004,2022,karnataka,Q4
634,null,560100,374427,2022,karnataka,Q4
635,null,560091,372516,2022,karnataka,Q4
636,null,560043,371881,2022,karnataka,Q4
637,null,560037,359061,2022,karnataka,Q4
638,null,560064,333488,2022,karnataka,Q4
639,null,560079,329552,2022,karnataka,Q4
640,indore,0,366977,2018,madhya-pradesh,Q1
641,bhopal,0,307312,2018,madhya-pradesh,Q1
642,gwalior,0,142453,2018,madhya-pradesh,Q1
643,jabalpur,0,115953,2018,madhya-pradesh,Q1
644,ujjain,0,84441,2018,madhya-pradesh,Q1
645,rewa,0,73336,2018,madhya-pradesh,Q1
646,sagar,0,72857,2018,madhya-pradesh,Q1
647,chhindwara,0,65005,2018,madhya-pradesh,Q1
648,dhar,0,63440,2018,madhya-pradesh,Q1
649,dewas,0,62902,2018,madhya-pradesh,Q1
650,null,452001,42977,2018,madhya-pradesh,Q1
651,null,452010,40850,2018,madhya-pradesh,Q1
652,null,455001,37899,2018,madhya-pradesh,Q1
653,null,482002,37645,2018,madhya-pradesh,Q1
654,null,462001,27351,2018,madhya-pradesh,Q1
655,null,482001,26665,2018,madhya-pradesh,Q1
656,null,452016,25256,2018,madhya-pradesh,Q1
657,null,457001,24909,2018,madhya-pradesh,Q1
658,null,485001,24806,2018,madhya-pradesh,Q1
659,null,462022,24661,2018,madhya-pradesh,Q1
660,indore,0,479904,2018,madhya-pradesh,Q2
661,bhopal,0,398498,2018,madhya-pradesh,Q2
662,gwalior,0,193605,2018,madhya-pradesh,Q2
663,jabalpur,0,155624,2018,madhya-pradesh,Q2
664,ujjain,0,113216,2018,madhya-pradesh,Q2
665,rewa,0,100661,2018,madhya-pradesh,Q2
666,sagar,0,100623,2018,madhya-pradesh,Q2
667,chhindwara,0,87704,2018,madhya-pradesh,Q2
668,dhar,0,86280,2018,madhya-pradesh,Q2
669,dewas,0,84342,2018,madhya-pradesh,Q2
670,null,452001,55837,2018,madhya-pradesh,Q2
671,null,452010,52677,2018,madhya-pradesh,Q2
672,null,455001,50091,2018,madhya-pradesh,Q2
673,null,482002,49877,2018,madhya-pradesh,Q2
674,null,462001,36311,2018,madhya-pradesh,Q2
675,null,482001,35303,2018,madhya-pradesh,Q2
676,null,457001,33608,2018,madhya-pradesh,Q2
677,null,452016,32883,2018,madhya-pradesh,Q2
678,null,480001,32800,2018,madhya-pradesh,Q2
679,null,485001,32316,2018,madhya-pradesh,Q2
680,indore,0,585621,2018,madhya-pradesh,Q3
681,bhopal,0,474192,2018,madhya-pradesh,Q3
682,gwalior,0,236305,2018,madhya-pradesh,Q3
683,jabalpur,0,193535,2018,madhya-pradesh,Q3
684,ujjain,0,143770,2018,madhya-pradesh,Q3
685,sagar,0,128283,2018,madhya-pradesh,Q3
686,rewa,0,125803,2018,madhya-pradesh,Q3
687,dhar,0,110726,2018,madhya-pradesh,Q3
688,chhindwara,0,109266,2018,madhya-pradesh,Q3
689,dewas,0,105774,2018,madhya-pradesh,Q3
690,null,452001,67243,2018,madhya-pradesh,Q3
691,null,452010,63537,2018,madhya-pradesh,Q3
692,null,455001,61117,2018,madhya-pradesh,Q3
693,null,482002,60999,2018,madhya-pradesh,Q3
694,null,462001,43609,2018,madhya-pradesh,Q3
695,null,482001,43593,2018,madhya-pradesh,Q3
696,null,457001,41975,2018,madhya-pradesh,Q3
697,null,480001,40061,2018,madhya-pradesh,Q3
698,null,452016,39967,2018,madhya-pradesh,Q3
699,null,485001,39351,2018,madhya-pradesh,Q3
700,indore,0,712479,2018,madhya-pradesh,Q4
701,bhopal,0,571518,2018,madhya-pradesh,Q4
702,gwalior,0,284894,2018,madhya-pradesh,Q4
703,jabalpur,0,248495,2018,madhya-pradesh,Q4
704,ujjain,0,177894,2018,madhya-pradesh,Q4
705,sagar,0,162788,2018,madhya-pradesh,Q4
706,rewa,0,160024,2018,madhya-pradesh,Q4
707,chhindwara,0,139301,2018,madhya-pradesh,Q4
708,dhar,0,137501,2018,madhya-pradesh,Q4
709,satna,0,133865,2018,madhya-pradesh,Q4
710,null,452001,81206,2018,madhya-pradesh,Q4
711,null,482002,77791,2018,madhya-pradesh,Q4
712,null,452010,76811,2018,madhya-pradesh,Q4
713,null,455001,73952,2018,madhya-pradesh,Q4
714,null,462001,54496,2018,madhya-pradesh,Q4
715,null,482001,54390,2018,madhya-pradesh,Q4
716,null,457001,51238,2018,madhya-pradesh,Q4
717,null,480001,50803,2018,madhya-pradesh,Q4
718,null,485001,50329,2018,madhya-pradesh,Q4
719,null,452016,48626,2018,madhya-pradesh,Q4
720,indore,0,844465,2019,madhya-pradesh,Q1
721,bhopal,0,670417,2019,madhya-pradesh,Q1
722,gwalior,0,331504,2019,madhya-pradesh,Q1
723,jabalpur,0,295042,2019,madhya-pradesh,Q1
724,ujjain,0,214818,2019,madhya-pradesh,Q1
725,sagar,0,194467,2019,madhya-pradesh,Q1
726,rewa,0,188803,2019,madhya-pradesh,Q1
727,chhindwara,0,168633,2019,madhya-pradesh,Q1
728,dhar,0,166663,2019,madhya-pradesh,Q1
729,satna,0,160954,2019,madhya-pradesh,Q1
730,null,452001,94894,2019,madhya-pradesh,Q1
731,null,482002,92148,2019,madhya-pradesh,Q1
732,null,452010,89541,2019,madhya-pradesh,Q1
733,null,455001,87837,2019,madhya-pradesh,Q1
734,null,462001,65450,2019,madhya-pradesh,Q1
735,null,482001,64389,2019,madhya-pradesh,Q1
736,null,457001,61687,2019,madhya-pradesh,Q1
737,null,480001,60744,2019,madhya-pradesh,Q1
738,null,485001,59332,2019,madhya-pradesh,Q1
739,null,452016,57554,2019,madhya-pradesh,Q1
740,indore,0,955207,2019,madhya-pradesh,Q2
741,bhopal,0,756839,2019,madhya-pradesh,Q2
742,gwalior,0,373367,2019,madhya-pradesh,Q2
743,jabalpur,0,336963,2019,madhya-pradesh,Q2
744,ujjain,0,247033,2019,madhya-pradesh,Q2
745,sagar,0,219328,2019,madhya-pradesh,Q2
746,rewa,0,211420,2019,madhya-pradesh,Q2
747,chhindwara,0,192226,2019,madhya-pradesh,Q2
748,dhar,0,190659,2019,madhya-pradesh,Q2
749,satna,0,182176,2019,madhya-pradesh,Q2
750,null,452001,108587,2019,madhya-pradesh,Q2
751,null,482002,104846,2019,madhya-pradesh,Q2
752,null,452010,99616,2019,madhya-pradesh,Q2
753,null,455001,98265,2019,madhya-pradesh,Q2
754,null,462001,75250,2019,madhya-pradesh,Q2
755,null,482001,74711,2019,madhya-pradesh,Q2
756,null,457001,70728,2019,madhya-pradesh,Q2
757,null,480001,69139,2019,madhya-pradesh,Q2
758,null,485001,66578,2019,madhya-pradesh,Q2
759,null,452016,65634,2019,madhya-pradesh,Q2
760,indore,0,1071598,2019,madhya-pradesh,Q3
761,bhopal,0,846170,2019,madhya-pradesh,Q3
762,gwalior,0,417846,2019,madhya-pradesh,Q3
763,jabalpur,0,380209,2019,madhya-pradesh,Q3
764,ujjain,0,280589,2019,madhya-pradesh,Q3
765,sagar,0,243729,2019,madhya-pradesh,Q3
766,rewa,0,232367,2019,madhya-pradesh,Q3
767,chhindwara,0,214945,2019,madhya-pradesh,Q3
768,dhar,0,214712,2019,madhya-pradesh,Q3
769,satna,0,203019,2019,madhya-pradesh,Q3
770,null,452001,122796,2019,madhya-pradesh,Q3
771,null,482002,119882,2019,madhya-pradesh,Q3
772,null,452010,110196,2019,madhya-pradesh,Q3
773,null,455001,109090,2019,madhya-pradesh,Q3
774,null,462001,85889,2019,madhya-pradesh,Q3
775,null,482001,85035,2019,madhya-pradesh,Q3
776,null,457001,80045,2019,madhya-pradesh,Q3
777,null,480001,77495,2019,madhya-pradesh,Q3
778,null,485001,74626,2019,madhya-pradesh,Q3
779,null,452016,73956,2019,madhya-pradesh,Q3
780,indore,0,1181500,2019,madhya-pradesh,Q4
781,bhopal,0,926576,2019,madhya-pradesh,Q4
782,gwalior,0,461960,2019,madhya-pradesh,Q4
783,jabalpur,0,422786,2019,madhya-pradesh,Q4
784,ujjain,0,314250,2019,madhya-pradesh,Q4
785,sagar,0,272650,2019,madhya-pradesh,Q4
786,rewa,0,260351,2019,madhya-pradesh,Q4
787,dhar,0,242108,2019,madhya-pradesh,Q4
788,chhindwara,0,240962,2019,madhya-pradesh,Q4
789,satna,0,228680,2019,madhya-pradesh,Q4
790,null,452001,134323,2019,madhya-pradesh,Q4
791,null,482002,134193,2019,madhya-pradesh,Q4
792,null,452010,120352,2019,madhya-pradesh,Q4
793,null,455001,120057,2019,madhya-pradesh,Q4
794,null,462001,96155,2019,madhya-pradesh,Q4
795,null,482001,93550,2019,madhya-pradesh,Q4
796,null,457001,89121,2019,madhya-pradesh,Q4
797,null,480001,85991,2019,madhya-pradesh,Q4
798,null,485001,82766,2019,madhya-pradesh,Q4
799,null,452016,81668,2019,madhya-pradesh,Q4
800,indore,0,1287857,2020,madhya-pradesh,Q1
801,bhopal,0,1003288,2020,madhya-pradesh,Q1
802,gwalior,0,506221,2020,madhya-pradesh,Q1
803,jabalpur,0,462069,2020,madhya-pradesh,Q1
804,ujjain,0,349476,2020,madhya-pradesh,Q1
805,sagar,0,299753,2020,madhya-pradesh,Q1
806,rewa,0,285832,2020,madhya-pradesh,Q1
807,dhar,0,270891,2020,madhya-pradesh,Q1
808,chhindwara,0,268008,2020,madhya-pradesh,Q1
809,satna,0,253988,2020,madhya-pradesh,Q1
810,null,482002,146207,2020,madhya-pradesh,Q1
811,null,452001,144699,2020,madhya-pradesh,Q1
812,null,455001,130830,2020,madhya-pradesh,Q1
813,null,452010,129645,2020,madhya-pradesh,Q1
814,null,462001,106091,2020,madhya-pradesh,Q1
815,null,482001,101513,2020,madhya-pradesh,Q1
816,null,457001,98886,2020,madhya-pradesh,Q1
817,null,480001,94636,2020,madhya-pradesh,Q1
818,null,485001,90615,2020,madhya-pradesh,Q1
819,null,452016,89460,2020,madhya-pradesh,Q1
820,indore,0,1410157,2020,madhya-pradesh,Q2
821,bhopal,0,1080094,2020,madhya-pradesh,Q2
822,gwalior,0,554377,2020,madhya-pradesh,Q2
823,jabalpur,0,507707,2020,madhya-pradesh,Q2
824,ujjain,0,395028,2020,madhya-pradesh,Q2
825,sagar,0,333878,2020,madhya-pradesh,Q2
826,rewa,0,313486,2020,madhya-pradesh,Q2
827,dhar,0,310389,2020,madhya-pradesh,Q2
828,chhindwara,0,302791,2020,madhya-pradesh,Q2
829,satna,0,281414,2020,madhya-pradesh,Q2
830,null,482002,158954,2020,madhya-pradesh,Q2
831,null,452001,153695,2020,madhya-pradesh,Q2
832,null,455001,144023,2020,madhya-pradesh,Q2
833,null,452010,139367,2020,madhya-pradesh,Q2
834,null,462001,116167,2020,madhya-pradesh,Q2
835,null,457001,111581,2020,madhya-pradesh,Q2
836,null,482001,110268,2020,madhya-pradesh,Q2
837,null,480001,104519,2020,madhya-pradesh,Q2
838,null,452016,98532,2020,madhya-pradesh,Q2
839,null,485001,98080,2020,madhya-pradesh,Q2
840,indore,0,1524036,2020,madhya-pradesh,Q3
841,bhopal,0,1162000,2020,madhya-pradesh,Q3
842,gwalior,0,603096,2020,madhya-pradesh,Q3
843,jabalpur,0,555235,2020,madhya-pradesh,Q3
844,ujjain,0,436068,2020,madhya-pradesh,Q3
845,sagar,0,368745,2020,madhya-pradesh,Q3
846,dhar,0,346394,2020,madhya-pradesh,Q3
847,rewa,0,343897,2020,madhya-pradesh,Q3
848,chhindwara,0,336306,2020,madhya-pradesh,Q3
849,satna,0,311884,2020,madhya-pradesh,Q3
850,null,482002,173274,2020,madhya-pradesh,Q3
851,null,452001,162767,2020,madhya-pradesh,Q3
852,null,455001,155823,2020,madhya-pradesh,Q3
853,null,452010,149318,2020,madhya-pradesh,Q3
854,null,462001,127166,2020,madhya-pradesh,Q3
855,null,457001,122974,2020,madhya-pradesh,Q3
856,null,482001,119294,2020,madhya-pradesh,Q3
857,null,480001,114237,2020,madhya-pradesh,Q3
858,null,485001,107317,2020,madhya-pradesh,Q3
859,null,452016,107084,2020,madhya-pradesh,Q3
860,indore,0,1645564,2020,madhya-pradesh,Q4
861,bhopal,0,1249343,2020,madhya-pradesh,Q4
862,gwalior,0,652985,2020,madhya-pradesh,Q4
863,jabalpur,0,604034,2020,madhya-pradesh,Q4
864,ujjain,0,475637,2020,madhya-pradesh,Q4
865,sagar,0,402006,2020,madhya-pradesh,Q4
866,dhar,0,382523,2020,madhya-pradesh,Q4
867,rewa,0,374099,2020,madhya-pradesh,Q4
868,chhindwara,0,370027,2020,madhya-pradesh,Q4
869,satna,0,340632,2020,madhya-pradesh,Q4
870,null,482002,188460,2020,madhya-pradesh,Q4
871,null,452001,173333,2020,madhya-pradesh,Q4
872,null,455001,167885,2020,madhya-pradesh,Q4
873,null,452010,160146,2020,madhya-pradesh,Q4
874,null,462001,138574,2020,madhya-pradesh,Q4
875,null,457001,134427,2020,madhya-pradesh,Q4
876,null,482001,128730,2020,madhya-pradesh,Q4
877,null,480001,124525,2020,madhya-pradesh,Q4
878,null,474001,116379,2020,madhya-pradesh,Q4
879,null,452016,116281,2020,madhya-pradesh,Q4
880,indore,0,1769869,2021,madhya-pradesh,Q1
881,bhopal,0,1340741,2021,madhya-pradesh,Q1
882,gwalior,0,703232,2021,madhya-pradesh,Q1
883,jabalpur,0,650087,2021,madhya-pradesh,Q1
884,ujjain,0,513868,2021,madhya-pradesh,Q1
885,sagar,0,432938,2021,madhya-pradesh,Q1
886,dhar,0,415117,2021,madhya-pradesh,Q1
887,rewa,0,403013,2021,madhya-pradesh,Q1
888,chhindwara,0,399276,2021,madhya-pradesh,Q1
889,satna,0,368299,2021,madhya-pradesh,Q1
890,null,482002,202915,2021,madhya-pradesh,Q1
891,null,452001,185582,2021,madhya-pradesh,Q1
892,null,455001,180488,2021,madhya-pradesh,Q1
893,null,452010,171754,2021,madhya-pradesh,Q1
894,null,462001,149137,2021,madhya-pradesh,Q1
895,null,457001,145248,2021,madhya-pradesh,Q1
896,null,482001,138100,2021,madhya-pradesh,Q1
897,null,480001,134163,2021,madhya-pradesh,Q1
898,null,474001,125599,2021,madhya-pradesh,Q1
899,null,485001,125104,2021,madhya-pradesh,Q1
900,indore,0,1892259,2021,madhya-pradesh,Q2
901,bhopal,0,1431127,2021,madhya-pradesh,Q2
902,gwalior,0,753172,2021,madhya-pradesh,Q2
903,jabalpur,0,695130,2021,madhya-pradesh,Q2
904,ujjain,0,552204,2021,madhya-pradesh,Q2
905,sagar,0,464791,2021,madhya-pradesh,Q2
906,dhar,0,447074,2021,madhya-pradesh,Q2
907,rewa,0,432682,2021,madhya-pradesh,Q2
908,chhindwara,0,428800,2021,madhya-pradesh,Q2
909,satna,0,395440,2021,madhya-pradesh,Q2
910,null,482002,216522,2021,madhya-pradesh,Q2
911,null,452001,198059,2021,madhya-pradesh,Q2
912,null,455001,193208,2021,madhya-pradesh,Q2
913,null,452010,183345,2021,madhya-pradesh,Q2
914,null,462001,159236,2021,madhya-pradesh,Q2
915,null,457001,155865,2021,madhya-pradesh,Q2
916,null,482001,147363,2021,madhya-pradesh,Q2
917,null,480001,143414,2021,madhya-pradesh,Q2
918,null,474001,134469,2021,madhya-pradesh,Q2
919,null,485001,133879,2021,madhya-pradesh,Q2
920,indore,0,2028266,2021,madhya-pradesh,Q3
921,bhopal,0,1531544,2021,madhya-pradesh,Q3
922,gwalior,0,809887,2021,madhya-pradesh,Q3
923,jabalpur,0,745631,2021,madhya-pradesh,Q3
924,ujjain,0,596195,2021,madhya-pradesh,Q3
925,sagar,0,501819,2021,madhya-pradesh,Q3
926,dhar,0,483901,2021,madhya-pradesh,Q3
927,rewa,0,466895,2021,madhya-pradesh,Q3
928,chhindwara,0,462834,2021,madhya-pradesh,Q3
929,satna,0,426929,2021,madhya-pradesh,Q3
930,null,482002,231582,2021,madhya-pradesh,Q3
931,null,452001,211664,2021,madhya-pradesh,Q3
932,null,455001,207599,2021,madhya-pradesh,Q3
933,null,452010,196173,2021,madhya-pradesh,Q3
934,null,462001,170393,2021,madhya-pradesh,Q3
935,null,457001,167859,2021,madhya-pradesh,Q3
936,null,482001,157536,2021,madhya-pradesh,Q3
937,null,480001,153878,2021,madhya-pradesh,Q3
938,null,474001,144518,2021,madhya-pradesh,Q3
939,null,485001,143700,2021,madhya-pradesh,Q3
940,indore,0,2164101,2021,madhya-pradesh,Q4
941,bhopal,0,1633266,2021,madhya-pradesh,Q4
942,gwalior,0,866561,2021,madhya-pradesh,Q4
943,jabalpur,0,796148,2021,madhya-pradesh,Q4
944,ujjain,0,639197,2021,madhya-pradesh,Q4
945,sagar,0,538447,2021,madhya-pradesh,Q4
946,dhar,0,519970,2021,madhya-pradesh,Q4
947,rewa,0,500513,2021,madhya-pradesh,Q4
948,chhindwara,0,495990,2021,madhya-pradesh,Q4
949,satna,0,457858,2021,madhya-pradesh,Q4
950,null,482002,246911,2021,madhya-pradesh,Q4
951,null,452001,225433,2021,madhya-pradesh,Q4
952,null,455001,222066,2021,madhya-pradesh,Q4
953,null,452010,208931,2021,madhya-pradesh,Q4
954,null,462001,181784,2021,madhya-pradesh,Q4
955,null,457001,179603,2021,madhya-pradesh,Q4
956,null,482001,167796,2021,madhya-pradesh,Q4
957,null,480001,164329,2021,madhya-pradesh,Q4
958,null,474001,154609,2021,madhya-pradesh,Q4
959,null,485001,153628,2021,madhya-pradesh,Q4
960,indore,0,2291709,2022,madhya-pradesh,Q1
961,bhopal,0,1729248,2022,madhya-pradesh,Q1
962,gwalior,0,919789,2022,madhya-pradesh,Q1
963,jabalpur,0,844191,2022,madhya-pradesh,Q1
964,ujjain,0,680599,2022,madhya-pradesh,Q1
965,sagar,0,573791,2022,madhya-pradesh,Q1
966,dhar,0,554545,2022,madhya-pradesh,Q1
967,rewa,0,533627,2022,madhya-pradesh,Q1
968,chhindwara,0,528140,2022,madhya-pradesh,Q1
969,satna,0,488378,2022,madhya-pradesh,Q1
970,null,482002,261115,2022,madhya-pradesh,Q1
971,null,452001,238296,2022,madhya-pradesh,Q1
972,null,455001,235768,2022,madhya-pradesh,Q1
973,null,452010,220888,2022,madhya-pradesh,Q1
974,null,462001,192336,2022,madhya-pradesh,Q1
975,null,457001,190837,2022,madhya-pradesh,Q1
976,null,482001,177586,2022,madhya-pradesh,Q1
977,null,480001,174161,2022,madhya-pradesh,Q1
978,null,474001,164039,2022,madhya-pradesh,Q1
979,null,485001,163020,2022,madhya-pradesh,Q1
980,indore,0,2412576,2022,madhya-pradesh,Q2
981,bhopal,0,1820625,2022,madhya-pradesh,Q2
982,gwalior,0,970340,2022,madhya-pradesh,Q2
983,jabalpur,0,889518,2022,madhya-pradesh,Q2
984,ujjain,0,719339,2022,madhya-pradesh,Q2
985,sagar,0,605733,2022,madhya-pradesh,Q2
986,dhar,0,586670,2022,madhya-pradesh,Q2
987,rewa,0,564327,2022,madhya-pradesh,Q2
988,chhindwara,0,557958,2022,madhya-pradesh,Q2
989,satna,0,516107,2022,madhya-pradesh,Q2
990,null,482002,274815,2022,madhya-pradesh,Q2
991,null,452001,250461,2022,madhya-pradesh,Q2
992,null,455001,248656,2022,madhya-pradesh,Q2
993,null,452010,232223,2022,madhya-pradesh,Q2
994,null,462001,202395,2022,madhya-pradesh,Q2
995,null,457001,201497,2022,madhya-pradesh,Q2
996,null,482001,186815,2022,madhya-pradesh,Q2
997,null,480001,183624,2022,madhya-pradesh,Q2
998,null,474001,173002,2022,madhya-pradesh,Q2
999,null,485001,172044,2022,madhya-pradesh,Q2
1000,indore,0,2537328,2022,madhya-pradesh,Q3
1001,bhopal,0,1915532,2022,madhya-pradesh,Q3
1002,gwalior,0,1022539,2022,madhya-pradesh,Q3
1003,jabalpur,0,935649,2022,madhya-pradesh,Q3
1004,ujjain,0,758373,2022,madhya-pradesh,Q3
1005,sagar,0,638100,2022,madhya-pradesh,Q3
1006,dhar,0,618777,2022,madhya-pradesh,Q3
1007,rewa,0,594588,2022,madhya-pradesh,Q3
1008,chhindwara,0,587412,2022,madhya-pradesh,Q3
1009,satna,0,544011,2022,madhya-pradesh,Q3
1010,null,482002,288913,2022,madhya-pradesh,Q3
1011,null,452001,263235,2022,madhya-pradesh,Q3
1012,null,455001,262081,2022,madhya-pradesh,Q3
1013,null,452010,243950,2022,madhya-pradesh,Q3
1014,null,462001,212978,2022,madhya-pradesh,Q3
1015,null,457001,212433,2022,madhya-pradesh,Q3
1016,null,482001,196282,2022,madhya-pradesh,Q3
1017,null,480001,193259,2022,madhya-pradesh,Q3
1018,null,474001,182361,2022,madhya-pradesh,Q3
1019,null,485001,181296,2022,madhya-pradesh,Q3
1020,indore,0,2660518,2022,madhya-pradesh,Q4
1021,bhopal,0,2009655,2022,madhya-pradesh,Q4
1022,gwalior,0,1073648,2022,madhya-pradesh,Q4
1023,jabalpur,0,980428,2022,madhya-pradesh,Q4
1024,ujjain,0,794711,2022,madhya-pradesh,Q4
1025,sagar,0,667526,2022,madhya-pradesh,Q4
1026,dhar,0,648535,2022,madhya-pradesh,Q4
1027,rewa,0,622122,2022,madhya-pradesh,Q4
1028,chhindwara,0,613456,2022,madhya-pradesh,Q4
1029,satna,0,569320,2022,madhya-pradesh,Q4
1030,null,482002,303133,2022,madhya-pradesh,Q4
1031,null,452001,276072,2022,madhya-pradesh,Q4
1032,null,455001,274876,2022,madhya-pradesh,Q4
1033,null,452010,255626,2022,madhya-pradesh,Q4
1034,null,462001,223606,2022,madhya-pradesh,Q4
1035,null,457001,223077,2022,madhya-pradesh,Q4
1036,null,482001,205810,2022,madhya-pradesh,Q4
1037,null,480001,202602,2022,madhya-pradesh,Q4
1038,null,474001,191690,2022,madhya-pradesh,Q4
1039,null,485001,190477,2022,madhya-pradesh,Q4
1040,patna,0,425009,2018,bihar,Q1
1041,muzaffarpur,0,125298,2018,bihar,Q1
1042,gaya,0,91015,2018,bihar,Q1
1043,purbi champaran,0,87561,2018,bihar,Q1
1044,samastipur,0,76068,2018,bihar,Q1
1045,bhagalpur,0,76063,2018,bihar,Q1
1046,nalanda,0,75201,2018,bihar,Q1
1047,darbhanga,0,74414,2018,bihar,Q1
1048,vaishali,0,67921,2018,bihar,Q1
1049,pashchim champaran,0,67656,2018,bihar,Q1
1050,null,800001,71092,2018,bihar,Q1
1051,null,800006,51989,2018,bihar,Q1
1052,null,800020,46299,2018,bihar,Q1
1053,null,845401,26349,2018,bihar,Q1
1054,null,823001,22311,2018,bihar,Q1
1055,null,801503,20404,2018,bihar,Q1
1056,null,845438,20223,2018,bihar,Q1
1057,null,842001,20084,2018,bihar,Q1
1058,null,812001,20071,2018,bihar,Q1
1059,null,842002,20024,2018,bihar,Q1
1060,patna,0,568657,2018,bihar,Q2
1061,muzaffarpur,0,172315,2018,bihar,Q2
1062,gaya,0,126422,2018,bihar,Q2
1063,purbi champaran,0,125890,2018,bihar,Q2
1064,samastipur,0,107143,2018,bihar,Q2
1065,bhagalpur,0,106461,2018,bihar,Q2
1066,darbhanga,0,105558,2018,bihar,Q2
1067,nalanda,0,104076,2018,bihar,Q2
1068,pashchim champaran,0,97301,2018,bihar,Q2
1069,vaishali,0,96694,2018,bihar,Q2
1070,null,800001,94711,2018,bihar,Q2
1071,null,800006,68659,2018,bihar,Q2
1072,null,800020,60774,2018,bihar,Q2
1073,null,845401,36977,2018,bihar,Q2
1074,null,823001,30395,2018,bihar,Q2
1075,null,845438,28375,2018,bihar,Q2
1076,null,842001,27334,2018,bihar,Q2
1077,null,801503,27233,2018,bihar,Q2
1078,null,812001,26979,2018,bihar,Q2
1079,null,842002,26341,2018,bihar,Q2
1080,patna,0,684421,2018,bihar,Q3
1081,muzaffarpur,0,211519,2018,bihar,Q3
1082,purbi champaran,0,162122,2018,bihar,Q3
1083,gaya,0,160375,2018,bihar,Q3
1084,samastipur,0,134680,2018,bihar,Q3
1085,darbhanga,0,132803,2018,bihar,Q3
1086,bhagalpur,0,131270,2018,bihar,Q3
1087,nalanda,0,128472,2018,bihar,Q3
1088,pashchim champaran,0,124955,2018,bihar,Q3
1089,saran,0,123407,2018,bihar,Q3
1090,null,800001,112494,2018,bihar,Q3
1091,null,800006,82368,2018,bihar,Q3
1092,null,800020,72430,2018,bihar,Q3
