,District,Type,Count,Amount,Year,state,Quater
13486,pilibhit district,TOTAL,236078,310108647.3499657,2019,uttar-pradesh,Q2
13487,mainpuri district,TOTAL,197750,323456005.6560243,2019,uttar-pradesh,Q2
13488,kanpur dehat district,TOTAL,165783,319748875.88976467,2019,uttar-pradesh,Q2
13489,jaunpur district,TOTAL,786691,1547948139.9351149,2019,uttar-pradesh,Q2
13490,kaushambi district,TOTAL,97533,181710683.35481194,2019,uttar-pradesh,Q2
13491,hapur district,TOTAL,330314,596535269.5005661,2019,uttar-pradesh,Q2
13492,hamirpur district,TOTAL,130925,239592146.05533352,2019,uttar-pradesh,Q2
13493,meerut district,TOTAL,1123899,2212165528.988115,2019,uttar-pradesh,Q2
13494,mathura district,TOTAL,610141,1213007841.9239175,2019,uttar-pradesh,Q2
13495,chitrakoot district,TOTAL,83083,159972561.27380335,2019,uttar-pradesh,Q2
13496,lalitpur district,TOTAL,185877,299432267.8582648,2019,uttar-pradesh,Q2
13497,mau district,TOTAL,308586,541874420.758134,2019,uttar-pradesh,Q2
13498,mirzapur district,TOTAL,338746,595094512.5136702,2019,uttar-pradesh,Q2
13499,bulandshahr district,TOTAL,498918,1017739201.5246234,2019,uttar-pradesh,Q2
13500,gonda district,TOTAL,335254,922942819.2342424,2019,uttar-pradesh,Q2
13501,jhansi district,TOTAL,628279,1234386137.5550594,2019,uttar-pradesh,Q2
13502,chandauli district,TOTAL,331329,538498073.4868242,2019,uttar-pradesh,Q2
13503,bhadohi district,TOTAL,250504,411685597.86702055,2019,uttar-pradesh,Q2
13504,pratapgarh district,TOTAL,362782,673178075.8116037,2019,uttar-pradesh,Q2
13505,saharanpur district,TOTAL,609666,1197548161.8863935,2019,uttar-pradesh,Q2
13506,bara banki district,TOTAL,318729,502225831.0034278,2019,uttar-pradesh,Q2
13507,bareilly district,TOTAL,893059,1444372593.85735,2019,uttar-pradesh,Q2
13508,sitapur district,TOTAL,363567,513060347.75399524,2019,uttar-pradesh,Q2
13509,sultanpur district,TOTAL,381974,668113450.638437,2019,uttar-pradesh,Q2
13510,agra district,TOTAL,1094456,2048417269.886173,2019,uttar-pradesh,Q2
13511,fatehpur district,TOTAL,188877,356762072.1709555,2019,uttar-pradesh,Q2
13512,rae bareli district,TOTAL,273258,476603525.16169524,2019,uttar-pradesh,Q2
13513,firozabad district,TOTAL,279459,530230873.49751854,2019,uttar-pradesh,Q2
13514,kheri district,TOTAL,416412,569150953.1782918,2019,uttar-pradesh,Q2
13515,gorakhpur district,TOTAL,1168931,2516446619.5934477,2019,uttar-pradesh,Q2
13516,unnao district,TOTAL,260465,436025008.4026351,2019,uttar-pradesh,Q2
13517,prayagraj district,TOTAL,2300600,3610973840.451373,2019,uttar-pradesh,Q2
13518,sonbhadra district,TOTAL,383509,758680516.998383,2019,uttar-pradesh,Q2
13519,ghazipur district,TOTAL,616075,1140075904.2154357,2019,uttar-pradesh,Q2
13520,farrukhabad district,TOTAL,188426,349337598.8037064,2019,uttar-pradesh,Q2
13521,kannauj district,TOTAL,205350,280784087.0344801,2019,uttar-pradesh,Q2
13522,azamgarh district,TOTAL,643099,1270821808.341103,2019,uttar-pradesh,Q2
13523,ayodhya district,TOTAL,443014,791220563.4340049,2019,uttar-pradesh,Q2
13524,deoria district,TOTAL,642443,1284414150.0011582,2019,uttar-pradesh,Q2
13525,ghaziabad district,TOTAL,4679159,6368927863.001434,2019,uttar-pradesh,Q2
13526,amethi district,TOTAL,274229,457961949.52611804,2019,uttar-pradesh,Q3
13527,siddharthnagar district,TOTAL,320825,822517503.3363535,2019,uttar-pradesh,Q3
13528,auraiya district,TOTAL,208407,374218862.8394393,2019,uttar-pradesh,Q3
13529,sambhal district,TOTAL,173100,360822673.86408234,2019,uttar-pradesh,Q3
13530,kanpur nagar district,TOTAL,3032525,5151875480.314058,2019,uttar-pradesh,Q3
13531,aligarh district,TOTAL,963300,1512844915.5855925,2019,uttar-pradesh,Q3
13532,mahoba district,TOTAL,95118,167837750.89316642,2019,uttar-pradesh,Q3
13533,lucknow district,TOTAL,11708246,24465158674.661304,2019,uttar-pradesh,Q3
13534,sant kabeer nagar district,TOTAL,239631,570593147.8701537,2019,uttar-pradesh,Q3
13535,hathras district,TOTAL,225830,378558205.78767884,2019,uttar-pradesh,Q3
13536,budaun district,TOTAL,217390,385248376.4059906,2019,uttar-pradesh,Q3
13537,moradabad district,TOTAL,513828,1093980088.221823,2019,uttar-pradesh,Q3
13538,kushinagar district,TOTAL,730646,1556135072.2857654,2019,uttar-pradesh,Q3
13539,baghpat district,TOTAL,309849,587767966.4803164,2019,uttar-pradesh,Q3
13540,shahjahanpur district,TOTAL,304259,488337410.633788,2019,uttar-pradesh,Q3
13541,muzaffarnagar district,TOTAL,525482,954690286.8280857,2019,uttar-pradesh,Q3
13542,ambedkar nagar district,TOTAL,360610,547859948.7740917,2019,uttar-pradesh,Q3
13543,bahraich district,TOTAL,240440,493719209.30518043,2019,uttar-pradesh,Q3
13544,jalaun district,TOTAL,239290,412494066.11994874,2019,uttar-pradesh,Q3
13545,rampur district,TOTAL,250113,456757637.63550186,2019,uttar-pradesh,Q3
13546,ballia district,TOTAL,518281,968560613.0861282,2019,uttar-pradesh,Q3
13547,shravasti district,TOTAL,61489,129370284.58139008,2019,uttar-pradesh,Q3
13548,kasganj district,TOTAL,146757,235440734.30770737,2019,uttar-pradesh,Q3
13549,varanasi district,TOTAL,2441735,3772442225.290722,2019,uttar-pradesh,Q3
13550,gautam buddha nagar district,TOTAL,13014875,14118512957.85155,2019,uttar-pradesh,Q3
13551,basti district,TOTAL,391016,868207697.9016688,2019,uttar-pradesh,Q3
13552,shamli district,TOTAL,203262,421501852.8137667,2019,uttar-pradesh,Q3
13553,maharajganj district,TOTAL,448750,875745254.4863498,2019,uttar-pradesh,Q3
13554,etawah district,TOTAL,264749,453498410.9431795,2019,uttar-pradesh,Q3
13555,etah district,TOTAL,186724,347473162.39204526,2019,uttar-pradesh,Q3
13556,banda district,TOTAL,156394,256980642.8669443,2019,uttar-pradesh,Q3
13557,bijnor district,TOTAL,465326,901149609.6450592,2019,uttar-pradesh,Q3
13558,hardoi district,TOTAL,290466,435214416.9028206,2019,uttar-pradesh,Q3
13559,balrampur district,TOTAL,169421,416338758.89187086,2019,uttar-pradesh,Q3
13560,amroha district,TOTAL,240249,523523675.31063884,2019,uttar-pradesh,Q3
13561,pilibhit district,TOTAL,226742,334286741.4373876,2019,uttar-pradesh,Q3
13562,mainpuri district,TOTAL,237130,380174278.0983307,2019,uttar-pradesh,Q3
13563,kanpur dehat district,TOTAL,195248,360771147.71278274,2019,uttar-pradesh,Q3
13564,jaunpur district,TOTAL,757706,1333195631.6065032,2019,uttar-pradesh,Q3
13565,kaushambi district,TOTAL,123627,197365010.48765758,2019,uttar-pradesh,Q3
13566,hapur district,TOTAL,426387,711823379.7560599,2019,uttar-pradesh,Q3
13567,hamirpur district,TOTAL,141816,232540669.92897475,2019,uttar-pradesh,Q3
13568,meerut district,TOTAL,1429176,2615800654.5366073,2019,uttar-pradesh,Q3
13569,mathura district,TOTAL,860755,1539891481.5430467,2019,uttar-pradesh,Q3
13570,chitrakoot district,TOTAL,92093,170002948.8446023,2019,uttar-pradesh,Q3
13571,lalitpur district,TOTAL,200629,320830007.8896627,2019,uttar-pradesh,Q3
13572,mau district,TOTAL,289175,508132593.4963125,2019,uttar-pradesh,Q3
13573,mirzapur district,TOTAL,370018,604811367.0486603,2019,uttar-pradesh,Q3
13574,bulandshahr district,TOTAL,661182,1181078745.5521696,2019,uttar-pradesh,Q3
13575,gonda district,TOTAL,395791,882626251.478508,2019,uttar-pradesh,Q3
13576,jhansi district,TOTAL,811098,1431255309.32276,2019,uttar-pradesh,Q3
13577,chandauli district,TOTAL,335261,552232588.7462204,2019,uttar-pradesh,Q3
13578,bhadohi district,TOTAL,254395,384878660.8586165,2019,uttar-pradesh,Q3
13579,pratapgarh district,TOTAL,377704,643587970.4904829,2019,uttar-pradesh,Q3
13580,saharanpur district,TOTAL,872438,1432305061.8914812,2019,uttar-pradesh,Q3
13581,bara banki district,TOTAL,393903,565012757.3761901,2019,uttar-pradesh,Q3
13582,bareilly district,TOTAL,1164660,1630271295.8342814,2019,uttar-pradesh,Q3
13583,sitapur district,TOTAL,536281,584813456.8124702,2019,uttar-pradesh,Q3
13584,sultanpur district,TOTAL,368309,624816515.2277038,2019,uttar-pradesh,Q3
13585,agra district,TOTAL,1678565,2589010631.0242796,2019,uttar-pradesh,Q3
13586,fatehpur district,TOTAL,217086,362244820.75375307,2019,uttar-pradesh,Q3
13587,rae bareli district,TOTAL,302109,534436240.9415308,2019,uttar-pradesh,Q3
13588,firozabad district,TOTAL,440487,634458695.8221478,2019,uttar-pradesh,Q3
13589,kheri district,TOTAL,477249,600146322.8212832,2019,uttar-pradesh,Q3
13590,gorakhpur district,TOTAL,1301866,2600290226.3257475,2019,uttar-pradesh,Q3
13591,unnao district,TOTAL,356473,503877920.0297375,2019,uttar-pradesh,Q3
13592,prayagraj district,TOTAL,2766837,4091292783.6421504,2019,uttar-pradesh,Q3
13593,sonbhadra district,TOTAL,419238,829425996.8621877,2019,uttar-pradesh,Q3
13594,ghazipur district,TOTAL,582438,1046180128.5320454,2019,uttar-pradesh,Q3
13595,farrukhabad district,TOTAL,254048,416393130.76567614,2019,uttar-pradesh,Q3
13596,kannauj district,TOTAL,202155,322378590.14869845,2019,uttar-pradesh,Q3
13597,azamgarh district,TOTAL,614200,1166995387.2236562,2019,uttar-pradesh,Q3
13598,ayodhya district,TOTAL,460000,840285142.6835718,2019,uttar-pradesh,Q3
13599,deoria district,TOTAL,630682,1159986105.432581,2019,uttar-pradesh,Q3
13600,ghaziabad district,TOTAL,6466390,8384891301.42561,2019,uttar-pradesh,Q3
13601,amethi district,TOTAL,385496,683646970.1812466,2019,uttar-pradesh,Q4
13602,siddharthnagar district,TOTAL,404440,1106226161.274441,2019,uttar-pradesh,Q4
13603,auraiya district,TOTAL,296077,549636189.7449863,2019,uttar-pradesh,Q4
13604,sambhal district,TOTAL,224755,483387045.50147307,2019,uttar-pradesh,Q4
13605,kanpur nagar district,TOTAL,3438636,6283713197.57716,2019,uttar-pradesh,Q4
13606,aligarh district,TOTAL,1161353,2034279415.2708366,2019,uttar-pradesh,Q4
13607,mahoba district,TOTAL,137733,244474408.08630717,2019,uttar-pradesh,Q4
13608,lucknow district,TOTAL,14205324,30191564282.331238,2019,uttar-pradesh,Q4
13609,sant kabeer nagar district,TOTAL,304918,749871481.5486368,2019,uttar-pradesh,Q4
13610,hathras district,TOTAL,314326,584110065.0207132,2019,uttar-pradesh,Q4
13611,budaun district,TOTAL,298062,533875756.7647765,2019,uttar-pradesh,Q4
13612,moradabad district,TOTAL,686463,1469709142.4561715,2019,uttar-pradesh,Q4
13613,kushinagar district,TOTAL,992091,2182627277.826824,2019,uttar-pradesh,Q4
13614,baghpat district,TOTAL,431728,848871037.413548,2019,uttar-pradesh,Q4
13615,shahjahanpur district,TOTAL,379896,668190077.1501824,2019,uttar-pradesh,Q4
13616,muzaffarnagar district,TOTAL,619496,1229126610.3300664,2019,uttar-pradesh,Q4
13617,ambedkar nagar district,TOTAL,499240,779836279.3967726,2019,uttar-pradesh,Q4
13618,bahraich district,TOTAL,341814,644249415.539638,2019,uttar-pradesh,Q4
13619,jalaun district,TOTAL,334493,586293724.4664252,2019,uttar-pradesh,Q4
13620,rampur district,TOTAL,324874,631324138.7649697,2019,uttar-pradesh,Q4
13621,ballia district,TOTAL,727597,1427288854.0797868,2019,uttar-pradesh,Q4
13622,shravasti district,TOTAL,78564,164110483.56702596,2019,uttar-pradesh,Q4
13623,kasganj district,TOTAL,180784,331913103.5134749,2019,uttar-pradesh,Q4
13624,varanasi district,TOTAL,4217796,5004637433.780641,2019,uttar-pradesh,Q4
13625,gautam buddha nagar district,TOTAL,16003102,17701548866.812836,2019,uttar-pradesh,Q4
13626,basti district,TOTAL,530218,1224897525.9800131,2019,uttar-pradesh,Q4
13627,shamli district,TOTAL,265095,564166990.4436123,2019,uttar-pradesh,Q4
13628,maharajganj district,TOTAL,527206,1179282302.0661354,2019,uttar-pradesh,Q4
13629,etawah district,TOTAL,388969,635011988.0541148,2019,uttar-pradesh,Q4
13630,etah district,TOTAL,250439,517291347.68406165,2019,uttar-pradesh,Q4
13631,banda district,TOTAL,228010,371197107.74283075,2019,uttar-pradesh,Q4
13632,bijnor district,TOTAL,602847,1154559917.6424184,2019,uttar-pradesh,Q4
13633,hardoi district,TOTAL,372586,595858258.2137665,2019,uttar-pradesh,Q4
13634,balrampur district,TOTAL,221392,574617451.683623,2019,uttar-pradesh,Q4
13635,amroha district,TOTAL,327146,685979996.2329844,2019,uttar-pradesh,Q4
13636,pilibhit district,TOTAL,296345,450680196.8884482,2019,uttar-pradesh,Q4
13637,mainpuri district,TOTAL,297692,543268880.1196997,2019,uttar-pradesh,Q4
13638,kanpur dehat district,TOTAL,275199,556156087.6627556,2019,uttar-pradesh,Q4
13639,jaunpur district,TOTAL,1023077,1995246393.8580596,2019,uttar-pradesh,Q4
13640,kaushambi district,TOTAL,160586,306394890.34353673,2019,uttar-pradesh,Q4
13641,hapur district,TOTAL,565080,1017699184.2391319,2019,uttar-pradesh,Q4
13642,hamirpur district,TOTAL,194650,322746376.94687164,2019,uttar-pradesh,Q4
13643,meerut district,TOTAL,1820166,3435708382.415326,2019,uttar-pradesh,Q4
13644,mathura district,TOTAL,1095818,2108793175.9608073,2019,uttar-pradesh,Q4
13645,chitrakoot district,TOTAL,129557,237569148.26362717,2019,uttar-pradesh,Q4
13646,lalitpur district,TOTAL,249170,415147911.20848274,2019,uttar-pradesh,Q4
13647,mau district,TOTAL,445877,763508021.0427756,2019,uttar-pradesh,Q4
13648,mirzapur district,TOTAL,494142,865550749.7664909,2019,uttar-pradesh,Q4
13649,bulandshahr district,TOTAL,865523,1612998002.6328402,2019,uttar-pradesh,Q4
13650,gonda district,TOTAL,502501,1216112969.3951266,2019,uttar-pradesh,Q4
13651,jhansi district,TOTAL,995155,1815504488.3189025,2019,uttar-pradesh,Q4
13652,chandauli district,TOTAL,535326,775048803.765221,2019,uttar-pradesh,Q4
13653,bhadohi district,TOTAL,335341,559967190.8394852,2019,uttar-pradesh,Q4
13654,pratapgarh district,TOTAL,530239,992265221.5221021,2019,uttar-pradesh,Q4
13655,saharanpur district,TOTAL,1147871,1861376501.3353348,2019,uttar-pradesh,Q4
13656,bara banki district,TOTAL,480765,764562635.4137859,2019,uttar-pradesh,Q4
13657,bareilly district,TOTAL,1342436,2179671438.615908,2019,uttar-pradesh,Q4
13658,sitapur district,TOTAL,717451,691802381.6676625,2019,uttar-pradesh,Q4
13659,sultanpur district,TOTAL,517126,914129745.1753559,2019,uttar-pradesh,Q4
13660,agra district,TOTAL,1992945,3485238496.7261944,2019,uttar-pradesh,Q4
13661,fatehpur district,TOTAL,293982,535822800.9610729,2019,uttar-pradesh,Q4
13662,rae bareli district,TOTAL,417255,762711366.4525826,2019,uttar-pradesh,Q4
13663,firozabad district,TOTAL,495365,882939644.183182,2019,uttar-pradesh,Q4
13664,kheri district,TOTAL,649222,793591341.0311613,2019,uttar-pradesh,Q4
13665,gorakhpur district,TOTAL,1669194,3445111045.80023,2019,uttar-pradesh,Q4
13666,unnao district,TOTAL,424210,685146302.8682197,2019,uttar-pradesh,Q4
13667,prayagraj district,TOTAL,3400115,5161631925.304864,2019,uttar-pradesh,Q4
13668,sonbhadra district,TOTAL,561074,1090356998.0280867,2019,uttar-pradesh,Q4
13669,ghazipur district,TOTAL,785311,1574528809.9949389,2019,uttar-pradesh,Q4
13670,farrukhabad district,TOTAL,320743,556807628.3387713,2019,uttar-pradesh,Q4
13671,kannauj district,TOTAL,258519,420520775.36550784,2019,uttar-pradesh,Q4
13672,azamgarh district,TOTAL,809005,1661165144.9364865,2019,uttar-pradesh,Q4
13673,ayodhya district,TOTAL,629884,1151855830.497024,2019,uttar-pradesh,Q4
13674,deoria district,TOTAL,862616,1703101937.4689212,2019,uttar-pradesh,Q4
13675,ghaziabad district,TOTAL,7615506,10609113377.795418,2019,uttar-pradesh,Q4
13676,amethi district,TOTAL,442934,793055435.5971984,2020,uttar-pradesh,Q1
13677,siddharthnagar district,TOTAL,504094,1283921562.9510813,2020,uttar-pradesh,Q1
13678,auraiya district,TOTAL,360206,682438846.2347766,2020,uttar-pradesh,Q1
13679,sambhal district,TOTAL,298047,654304412.4248414,2020,uttar-pradesh,Q1
13680,kanpur nagar district,TOTAL,3526062,6302890117.188827,2020,uttar-pradesh,Q1
13681,aligarh district,TOTAL,1516382,2754661142.0504365,2020,uttar-pradesh,Q1
13682,mahoba district,TOTAL,154842,287091201.60271966,2020,uttar-pradesh,Q1
13683,lucknow district,TOTAL,15484604,35175437631.48635,2020,uttar-pradesh,Q1
13684,sant kabeer nagar district,TOTAL,376434,871941750.2025517,2020,uttar-pradesh,Q1
13685,hathras district,TOTAL,410971,765970604.3846166,2020,uttar-pradesh,Q1
13686,budaun district,TOTAL,392219,721291549.5645074,2020,uttar-pradesh,Q1
13687,moradabad district,TOTAL,932327,2034344657.470043,2020,uttar-pradesh,Q1
13688,kushinagar district,TOTAL,1152792,2476570738.609226,2020,uttar-pradesh,Q1
13689,baghpat district,TOTAL,530997,1065565623.1661642,2020,uttar-pradesh,Q1
13690,shahjahanpur district,TOTAL,476637,793820511.5504317,2020,uttar-pradesh,Q1
13691,muzaffarnagar district,TOTAL,818233,1624414500.333385,2020,uttar-pradesh,Q1
13692,ambedkar nagar district,TOTAL,557894,932648937.8062013,2020,uttar-pradesh,Q1
13693,bahraich district,TOTAL,362621,778183420.033402,2020,uttar-pradesh,Q1
13694,jalaun district,TOTAL,402254,726128672.3437756,2020,uttar-pradesh,Q1
13695,rampur district,TOTAL,387893,758935764.1514974,2020,uttar-pradesh,Q1
13696,ballia district,TOTAL,867431,1679776535.0813468,2020,uttar-pradesh,Q1
13697,shravasti district,TOTAL,92811,209037108.9613788,2020,uttar-pradesh,Q1
13698,kasganj district,TOTAL,236602,425135235.69578433,2020,uttar-pradesh,Q1
13699,varanasi district,TOTAL,3542507,5628921241.986841,2020,uttar-pradesh,Q1
13700,gautam buddha nagar district,TOTAL,16781339,19356764212.732895,2020,uttar-pradesh,Q1
13701,basti district,TOTAL,648494,1477236381.5798903,2020,uttar-pradesh,Q1
13702,shamli district,TOTAL,350784,711886138.1274472,2020,uttar-pradesh,Q1
13703,maharajganj district,TOTAL,620464,1388800583.164234,2020,uttar-pradesh,Q1
13704,etawah district,TOTAL,439975,802347947.2815385,2020,uttar-pradesh,Q1
13705,etah district,TOTAL,332256,646289351.1039693,2020,uttar-pradesh,Q1
13706,banda district,TOTAL,263634,458003138.11072093,2020,uttar-pradesh,Q1
13707,bijnor district,TOTAL,752927,1457705665.530767,2020,uttar-pradesh,Q1
13708,hardoi district,TOTAL,477639,782383247.9540768,2020,uttar-pradesh,Q1
13709,balrampur district,TOTAL,268711,678927768.6122268,2020,uttar-pradesh,Q1
13710,amroha district,TOTAL,477955,1019191449.8232603,2020,uttar-pradesh,Q1
13711,pilibhit district,TOTAL,368547,563616486.2527626,2020,uttar-pradesh,Q1
13712,mainpuri district,TOTAL,386043,707602152.0452058,2020,uttar-pradesh,Q1
13713,kanpur dehat district,TOTAL,356453,690188080.6387806,2020,uttar-pradesh,Q1
13714,jaunpur district,TOTAL,1180411,2252491479.613646,2020,uttar-pradesh,Q1
13715,kaushambi district,TOTAL,209052,399878336.4972182,2020,uttar-pradesh,Q1
13716,hapur district,TOTAL,774089,1439175871.012226,2020,uttar-pradesh,Q1
13717,hamirpur district,TOTAL,225126,394456129.33399427,2020,uttar-pradesh,Q1
13718,meerut district,TOTAL,2734403,5750006817.718883,2020,uttar-pradesh,Q1
13719,mathura district,TOTAL,1331532,2552190691.3455224,2020,uttar-pradesh,Q1
13720,chitrakoot district,TOTAL,152213,298433903.3791989,2020,uttar-pradesh,Q1
13721,lalitpur district,TOTAL,295766,510364241.3719046,2020,uttar-pradesh,Q1
13722,mau district,TOTAL,446716,852393229.2166077,2020,uttar-pradesh,Q1
13723,mirzapur district,TOTAL,553170,1031890445.8217273,2020,uttar-pradesh,Q1
13724,bulandshahr district,TOTAL,1151908,2063457475.4872737,2020,uttar-pradesh,Q1
13725,gonda district,TOTAL,599465,1440352646.7471511,2020,uttar-pradesh,Q1
13726,jhansi district,TOTAL,1147735,2142737654.3541503,2020,uttar-pradesh,Q1
13727,chandauli district,TOTAL,537509,937666614.3287449,2020,uttar-pradesh,Q1
13728,bhadohi district,TOTAL,378029,648953452.5788776,2020,uttar-pradesh,Q1
13729,pratapgarh district,TOTAL,616605,1177453541.8849149,2020,uttar-pradesh,Q1
13730,saharanpur district,TOTAL,1272320,2264046332.668038,2020,uttar-pradesh,Q1
13731,bara banki district,TOTAL,567581,898106303.4951146,2020,uttar-pradesh,Q1
13732,bareilly district,TOTAL,1552726,2644081691.2668533,2020,uttar-pradesh,Q1
13733,sitapur district,TOTAL,558492,831382287.4106555,2020,uttar-pradesh,Q1
13734,sultanpur district,TOTAL,557876,1015816552.3076282,2020,uttar-pradesh,Q1
13735,agra district,TOTAL,2580164,4626649236.040559,2020,uttar-pradesh,Q1
13736,fatehpur district,TOTAL,356379,643900349.2945298,2020,uttar-pradesh,Q1
13737,rae bareli district,TOTAL,523048,1028160710.6428875,2020,uttar-pradesh,Q1
13738,firozabad district,TOTAL,660551,1122434154.0489092,2020,uttar-pradesh,Q1
13739,kheri district,TOTAL,645801,953226295.4248688,2020,uttar-pradesh,Q1
13740,gorakhpur district,TOTAL,1933805,3977529990.219,2020,uttar-pradesh,Q1
13741,unnao district,TOTAL,512648,816053858.7320218,2020,uttar-pradesh,Q1
13742,prayagraj district,TOTAL,3666845,6073221861.020849,2020,uttar-pradesh,Q1
13743,sonbhadra district,TOTAL,634133,1284630207.9425206,2020,uttar-pradesh,Q1
13744,ghazipur district,TOTAL,886756,1754768855.8994298,2020,uttar-pradesh,Q1
13745,farrukhabad district,TOTAL,389097,688461310.9033006,2020,uttar-pradesh,Q1
13746,kannauj district,TOTAL,314330,537738592.533855,2020,uttar-pradesh,Q1
13747,azamgarh district,TOTAL,963531,1894632195.3300169,2020,uttar-pradesh,Q1
13748,ayodhya district,TOTAL,707638,1365557406.2100632,2020,uttar-pradesh,Q1
13749,deoria district,TOTAL,1000897,1938521663.7649212,2020,uttar-pradesh,Q1
13750,ghaziabad district,TOTAL,8267770,11998182771.021786,2020,uttar-pradesh,Q1
13751,amethi district,TOTAL,635116,974183514.6682266,2020,uttar-pradesh,Q2
13752,siddharthnagar district,TOTAL,819494,1658908733.68855,2020,uttar-pradesh,Q2
13753,auraiya district,TOTAL,555297,913908538.7268261,2020,uttar-pradesh,Q2
13754,sambhal district,TOTAL,445362,915305072.0436411,2020,uttar-pradesh,Q2
13755,kanpur nagar district,TOTAL,3495087,6575767545.013138,2020,uttar-pradesh,Q2
13756,aligarh district,TOTAL,1873486,3333199475.1588674,2020,uttar-pradesh,Q2
13757,mahoba district,TOTAL,233814,399777718.3400351,2020,uttar-pradesh,Q2
13758,lucknow district,TOTAL,12430842,30895556075.945335,2020,uttar-pradesh,Q2
13759,sant kabeer nagar district,TOTAL,563477,1126483835.4807208,2020,uttar-pradesh,Q2
13760,hathras district,TOTAL,615773,1101536508.1485734,2020,uttar-pradesh,Q2
13761,budaun district,TOTAL,626764,1100415261.6154776,2020,uttar-pradesh,Q2
13762,moradabad district,TOTAL,1098280,2227291545.4005814,2020,uttar-pradesh,Q2
13763,kushinagar district,TOTAL,1538615,3018986266.709964,2020,uttar-pradesh,Q2
13764,baghpat district,TOTAL,758380,1398945687.0516171,2020,uttar-pradesh,Q2
13765,shahjahanpur district,TOTAL,673377,1100598020.9656553,2020,uttar-pradesh,Q2
13766,muzaffarnagar district,TOTAL,1091622,1908747238.8518875,2020,uttar-pradesh,Q2
13767,ambedkar nagar district,TOTAL,772604,1212105252.8195994,2020,uttar-pradesh,Q2
13768,bahraich district,TOTAL,517053,924475011.6070898,2020,uttar-pradesh,Q2
13769,jalaun district,TOTAL,580715,979336659.411663,2020,uttar-pradesh,Q2
13770,rampur district,TOTAL,555936,973183157.5793293,2020,uttar-pradesh,Q2
13771,ballia district,TOTAL,1181508,2103381532.6901255,2020,uttar-pradesh,Q2
13772,shravasti district,TOTAL,134854,252546509.02541625,2020,uttar-pradesh,Q2
13773,kasganj district,TOTAL,397002,615459668.9485261,2020,uttar-pradesh,Q2
13774,varanasi district,TOTAL,2569684,4411716947.662937,2020,uttar-pradesh,Q2
13775,gautam buddha nagar district,TOTAL,10896512,12933946780.93526,2020,uttar-pradesh,Q2
13776,basti district,TOTAL,948055,1808772881.0817773,2020,uttar-pradesh,Q2
13777,shamli district,TOTAL,492479,939358656.6601737,2020,uttar-pradesh,Q2
13778,maharajganj district,TOTAL,822688,1694125648.4930968,2020,uttar-pradesh,Q2
13779,etawah district,TOTAL,611642,1044635436.3768692,2020,uttar-pradesh,Q2
13780,etah district,TOTAL,551798,927167974.1658479,2020,uttar-pradesh,Q2
13781,banda district,TOTAL,357345,564152852.325402,2020,uttar-pradesh,Q2
13782,bijnor district,TOTAL,1145403,1989993254.2551293,2020,uttar-pradesh,Q2
13783,hardoi district,TOTAL,790987,1184073625.9853127,2020,uttar-pradesh,Q2
13784,balrampur district,TOTAL,396187,820186982.4201376,2020,uttar-pradesh,Q2
13785,amroha district,TOTAL,617820,1214245940.1325486,2020,uttar-pradesh,Q2
13786,pilibhit district,TOTAL,496981,795419207.6522852,2020,uttar-pradesh,Q2
13787,mainpuri district,TOTAL,654574,1076283108.867208,2020,uttar-pradesh,Q2
13788,kanpur dehat district,TOTAL,542702,896535897.5354111,2020,uttar-pradesh,Q2
13789,jaunpur district,TOTAL,1679713,2818494385.2133613,2020,uttar-pradesh,Q2
13790,kaushambi district,TOTAL,298441,490127982.97519726,2020,uttar-pradesh,Q2
13791,hapur district,TOTAL,902343,1496243557.9684124,2020,uttar-pradesh,Q2
13792,hamirpur district,TOTAL,345407,585773637.2601408,2020,uttar-pradesh,Q2
13793,meerut district,TOTAL,2994911,6172148246.847013,2020,uttar-pradesh,Q2
13794,mathura district,TOTAL,1541861,2826177786.1147556,2020,uttar-pradesh,Q2
13795,chitrakoot district,TOTAL,216451,390056597.1967051,2020,uttar-pradesh,Q2
13796,lalitpur district,TOTAL,399359,774393184.7726351,2020,uttar-pradesh,Q2
13797,mau district,TOTAL,658169,1068323503.2972853,2020,uttar-pradesh,Q2
13798,mirzapur district,TOTAL,749501,1326542494.3352373,2020,uttar-pradesh,Q2
13799,bulandshahr district,TOTAL,1706169,2741837464.8851476,2020,uttar-pradesh,Q2
13800,gonda district,TOTAL,815060,1757033684.2832575,2020,uttar-pradesh,Q2
13801,jhansi district,TOTAL,1262589,2418809124.961895,2020,uttar-pradesh,Q2
13802,chandauli district,TOTAL,695768,1196696570.5988152,2020,uttar-pradesh,Q2
13803,bhadohi district,TOTAL,544721,822816633.480869,2020,uttar-pradesh,Q2
13804,pratapgarh district,TOTAL,954561,1600278347.9329877,2020,uttar-pradesh,Q2
13805,saharanpur district,TOTAL,1685012,3012340250.8405867,2020,uttar-pradesh,Q2
13806,bara banki district,TOTAL,699432,1034102989.7037303,2020,uttar-pradesh,Q2
13807,bareilly district,TOTAL,1694171,2977759298.7303386,2020,uttar-pradesh,Q2
13808,sitapur district,TOTAL,722022,1088559903.6343775,2020,uttar-pradesh,Q2
13809,sultanpur district,TOTAL,776598,1229758670.7062597,2020,uttar-pradesh,Q2
13810,agra district,TOTAL,2837641,5153788501.153106,2020,uttar-pradesh,Q2
