,District name,No of Registered User,AppOpens,Year,State Name,Quater
514,dakshina kannada district,912133,36536741,2021,karnataka,Q4
515,hassan district,606707,41053977,2021,karnataka,Q4
516,dharwad district,873847,53145629,2021,karnataka,Q4
517,shivamogga district,606024,34524043,2021,karnataka,Q4
518,udupi district,466878,18132024,2021,karnataka,Q4
519,gadag district,278180,17095600,2021,karnataka,Q4
520,mysuru district,1410095,60212662,2022,karnataka,Q1
521,chitradurga district,476042,75601255,2022,karnataka,Q1
522,kalaburagi district,788989,93474452,2022,karnataka,Q1
523,ramanagara district,507965,39888160,2022,karnataka,Q1
524,mandya district,599734,50077987,2022,karnataka,Q1
525,kodagu district,198895,24301885,2022,karnataka,Q1
526,chikkamagaluru district,381212,50668007,2022,karnataka,Q1
527,haveri district,388930,37608581,2022,karnataka,Q1
528,ballari district,926458,72863480,2022,karnataka,Q1
529,belagavi district,1477767,113297735,2022,karnataka,Q1
530,kolar district,697883,46713217,2022,karnataka,Q1
531,uttara kannada district,448070,40902658,2022,karnataka,Q1
532,tumakuru district,966743,108955851,2022,karnataka,Q1
533,yadgir district,252073,39910614,2022,karnataka,Q1
534,bengaluru urban district,12707664,143835471,2022,karnataka,Q1
535,chikkaballapura district,488750,44271673,2022,karnataka,Q1
536,davanagere district,662751,51647249,2022,karnataka,Q1
537,bagalkote district,589114,54473279,2022,karnataka,Q1
538,vijayapura district,714643,87459432,2022,karnataka,Q1
539,koppal district,381091,53448713,2022,karnataka,Q1
540,bidar district,540642,60658637,2022,karnataka,Q1
541,bengaluru rural district,833284,27030248,2022,karnataka,Q1
542,raichur district,562507,72023729,2022,karnataka,Q1
543,chamarajanagara district,229823,31024564,2022,karnataka,Q1
544,dakshina kannada district,965225,24685281,2022,karnataka,Q1
545,hassan district,644154,71061495,2022,karnataka,Q1
546,dharwad district,925787,35977756,2022,karnataka,Q1
547,shivamogga district,643097,59603281,2022,karnataka,Q1
548,udupi district,494914,19689319,2022,karnataka,Q1
549,gadag district,296047,35687374,2022,karnataka,Q1
550,mysuru district,1482427,72127262,2022,karnataka,Q2
551,chitradurga district,502600,96368927,2022,karnataka,Q2
552,kalaburagi district,831684,108949662,2022,karnataka,Q2
553,ramanagara district,535182,51578618,2022,karnataka,Q2
554,mandya district,632244,62828162,2022,karnataka,Q2
555,kodagu district,209364,29788249,2022,karnataka,Q2
556,chikkamagaluru district,401827,63884162,2022,karnataka,Q2
557,haveri district,410677,48041831,2022,karnataka,Q2
558,ballari district,977999,88538682,2022,karnataka,Q2
559,belagavi district,1556041,133664651,2022,karnataka,Q2
560,kolar district,735683,54100392,2022,karnataka,Q2
561,uttara kannada district,472053,48879458,2022,karnataka,Q2
562,tumakuru district,1018947,136619621,2022,karnataka,Q2
563,yadgir district,266445,51753560,2022,karnataka,Q2
564,bengaluru urban district,13342916,130050013,2022,karnataka,Q2
565,chikkaballapura district,515355,51313083,2022,karnataka,Q2
566,davanagere district,698130,64853726,2022,karnataka,Q2
567,bagalkote district,621654,62852153,2022,karnataka,Q2
568,vijayapura district,753598,103460934,2022,karnataka,Q2
569,koppal district,402659,69882234,2022,karnataka,Q2
570,bidar district,570697,71050814,2022,karnataka,Q2
571,bengaluru rural district,877678,29163677,2022,karnataka,Q2
572,raichur district,594248,86117589,2022,karnataka,Q2
573,chamarajanagara district,242198,41236327,2022,karnataka,Q2
574,dakshina kannada district,1014820,29291316,2022,karnataka,Q2
575,hassan district,678916,92008285,2022,karnataka,Q2
576,dharwad district,974500,40983508,2022,karnataka,Q2
577,shivamogga district,677386,77584028,2022,karnataka,Q2
578,udupi district,521045,24607963,2022,karnataka,Q2
579,gadag district,312474,43780950,2022,karnataka,Q2
580,mysuru district,1556384,72319040,2022,karnataka,Q3
581,chitradurga district,528557,107271050,2022,karnataka,Q3
582,kalaburagi district,874282,110059604,2022,karnataka,Q3
583,ramanagara district,563154,53626831,2022,karnataka,Q3
584,mandya district,665227,71746022,2022,karnataka,Q3
585,kodagu district,219407,30433150,2022,karnataka,Q3
586,chikkamagaluru district,421862,67297573,2022,karnataka,Q3
587,haveri district,432627,49838706,2022,karnataka,Q3
588,ballari district,1030428,90880443,2022,karnataka,Q3
589,belagavi district,1635855,140101425,2022,karnataka,Q3
590,kolar district,774245,56113522,2022,karnataka,Q3
591,uttara kannada district,496232,49924522,2022,karnataka,Q3
592,tumakuru district,1070793,150906339,2022,karnataka,Q3
593,yadgir district,280412,58514122,2022,karnataka,Q3
594,bengaluru urban district,13997602,121199714,2022,karnataka,Q3
595,chikkaballapura district,542150,55200382,2022,karnataka,Q3
596,davanagere district,734360,65060403,2022,karnataka,Q3
597,bagalkote district,654927,66299341,2022,karnataka,Q3
598,vijayapura district,792750,109909660,2022,karnataka,Q3
599,koppal district,424581,74449956,2022,karnataka,Q3
600,bidar district,600650,71847800,2022,karnataka,Q3
601,bengaluru rural district,924127,28699442,2022,karnataka,Q3
602,raichur district,626205,91804424,2022,karnataka,Q3
603,chamarajanagara district,254664,45621827,2022,karnataka,Q3
604,dakshina kannada district,1065741,29745949,2022,karnataka,Q3
605,hassan district,713468,91147841,2022,karnataka,Q3
606,dharwad district,1024771,43016397,2022,karnataka,Q3
607,shivamogga district,711717,75645732,2022,karnataka,Q3
608,udupi district,547661,23631824,2022,karnataka,Q3
609,gadag district,329155,45703393,2022,karnataka,Q3
610,mysuru district,1627802,150994790,2022,karnataka,Q4
611,chitradurga district,552065,55215237,2022,karnataka,Q4
612,kalaburagi district,913258,75680531,2022,karnataka,Q4
613,ramanagara district,589205,67109026,2022,karnataka,Q4
614,mandya district,695736,76092900,2022,karnataka,Q4
615,kodagu district,227995,18581380,2022,karnataka,Q4
616,chikkamagaluru district,439498,42015819,2022,karnataka,Q4
617,haveri district,452477,41544154,2022,karnataka,Q4
618,ballari district,1079558,87804157,2022,karnataka,Q4
619,belagavi district,1709145,137476151,2022,karnataka,Q4
620,kolar district,810354,78457036,2022,karnataka,Q4
621,uttara kannada district,517643,33670229,2022,karnataka,Q4
622,tumakuru district,1118547,108007687,2022,karnataka,Q4
623,yadgir district,292816,26668954,2022,karnataka,Q4
624,bengaluru urban district,14654455,1137875291,2022,karnataka,Q4
625,chikkaballapura district,567348,55214879,2022,karnataka,Q4
626,davanagere district,768021,68709360,2022,karnataka,Q4
627,bagalkote district,685069,56926164,2022,karnataka,Q4
628,vijayapura district,828346,60288985,2022,karnataka,Q4
629,koppal district,443983,43123975,2022,karnataka,Q4
630,bidar district,628455,60958252,2022,karnataka,Q4
631,bengaluru rural district,968384,101125704,2022,karnataka,Q4
632,raichur district,655421,52764596,2022,karnataka,Q4
633,chamarajanagara district,265884,27819993,2022,karnataka,Q4
634,dakshina kannada district,1112661,62061010,2022,karnataka,Q4
635,hassan district,744993,79244191,2022,karnataka,Q4
636,dharwad district,1073312,78733050,2022,karnataka,Q4
637,shivamogga district,743138,66146848,2022,karnataka,Q4
638,udupi district,571724,32590884,2022,karnataka,Q4
639,gadag district,344405,28743778,2022,karnataka,Q4
640,morena district,42153,0,2018,madhya-pradesh,Q1
641,alirajpur district,3746,0,2018,madhya-pradesh,Q1
642,sehore district,61158,0,2018,madhya-pradesh,Q1
643,rajgarh district,39336,0,2018,madhya-pradesh,Q1
644,khargone district,40995,0,2018,madhya-pradesh,Q1
645,satna district,59252,0,2018,madhya-pradesh,Q1
646,narsinghpur district,38027,0,2018,madhya-pradesh,Q1
647,jabalpur district,115953,0,2018,madhya-pradesh,Q1
648,hoshangabad district,50658,0,2018,madhya-pradesh,Q1
649,vidisha district,43378,0,2018,madhya-pradesh,Q1
650,balaghat district,38064,0,2018,madhya-pradesh,Q1
651,singrauli district,45254,0,2018,madhya-pradesh,Q1
652,betul district,49045,0,2018,madhya-pradesh,Q1
653,sidhi district,20030,0,2018,madhya-pradesh,Q1
654,datia district,16322,0,2018,madhya-pradesh,Q1
655,dewas district,62902,0,2018,madhya-pradesh,Q1
656,sheopur district,9808,0,2018,madhya-pradesh,Q1
657,neemuch district,27995,0,2018,madhya-pradesh,Q1
658,raisen district,47344,0,2018,madhya-pradesh,Q1
659,mandsaur district,42041,0,2018,madhya-pradesh,Q1
660,barwani district,15811,0,2018,madhya-pradesh,Q1
661,katni district,28098,0,2018,madhya-pradesh,Q1
662,dindori district,6114,0,2018,madhya-pradesh,Q1
663,shivpuri district,25449,0,2018,madhya-pradesh,Q1
664,gwalior district,142453,0,2018,madhya-pradesh,Q1
665,anuppur district,18656,0,2018,madhya-pradesh,Q1
666,agar malwa district,12058,0,2018,madhya-pradesh,Q1
667,ashoknagar district,16495,0,2018,madhya-pradesh,Q1
668,sagar district,72857,0,2018,madhya-pradesh,Q1
669,niwari district,6771,0,2018,madhya-pradesh,Q1
670,rewa district,73336,0,2018,madhya-pradesh,Q1
671,shajapur district,29995,0,2018,madhya-pradesh,Q1
672,ujjain district,84441,0,2018,madhya-pradesh,Q1
673,bhind district,34085,0,2018,madhya-pradesh,Q1
674,tikamgarh district,15917,0,2018,madhya-pradesh,Q1
675,seoni district,29095,0,2018,madhya-pradesh,Q1
676,harda district,18120,0,2018,madhya-pradesh,Q1
677,burhanpur district,16077,0,2018,madhya-pradesh,Q1
678,damoh district,24961,0,2018,madhya-pradesh,Q1
679,bhopal district,307312,0,2018,madhya-pradesh,Q1
680,jhabua district,9632,0,2018,madhya-pradesh,Q1
681,dhar district,63440,0,2018,madhya-pradesh,Q1
682,guna district,36829,0,2018,madhya-pradesh,Q1
683,east nimar district,29308,0,2018,madhya-pradesh,Q1
684,chhindwara district,65005,0,2018,madhya-pradesh,Q1
685,umaria district,11572,0,2018,madhya-pradesh,Q1
686,mandla district,13593,0,2018,madhya-pradesh,Q1
687,indore district,366977,0,2018,madhya-pradesh,Q1
688,shahdol district,26509,0,2018,madhya-pradesh,Q1
689,ratlam district,49298,0,2018,madhya-pradesh,Q1
690,panna district,13874,0,2018,madhya-pradesh,Q1
691,chhatarpur district,36004,0,2018,madhya-pradesh,Q1
692,morena district,58065,0,2018,madhya-pradesh,Q2
693,alirajpur district,5452,0,2018,madhya-pradesh,Q2
694,sehore district,82040,0,2018,madhya-pradesh,Q2
695,rajgarh district,54095,0,2018,madhya-pradesh,Q2
696,khargone district,56609,0,2018,madhya-pradesh,Q2
697,satna district,81811,0,2018,madhya-pradesh,Q2
698,narsinghpur district,51214,0,2018,madhya-pradesh,Q2
699,jabalpur district,155624,0,2018,madhya-pradesh,Q2
700,hoshangabad district,67994,0,2018,madhya-pradesh,Q2
701,vidisha district,59517,0,2018,madhya-pradesh,Q2
702,balaghat district,51925,0,2018,madhya-pradesh,Q2
703,singrauli district,59664,0,2018,madhya-pradesh,Q2
704,betul district,66003,0,2018,madhya-pradesh,Q2
705,sidhi district,27757,0,2018,madhya-pradesh,Q2
706,datia district,23685,0,2018,madhya-pradesh,Q2
707,dewas district,84342,0,2018,madhya-pradesh,Q2
708,sheopur district,13621,0,2018,madhya-pradesh,Q2
709,neemuch district,37523,0,2018,madhya-pradesh,Q2
710,raisen district,63216,0,2018,madhya-pradesh,Q2
711,mandsaur district,56151,0,2018,madhya-pradesh,Q2
712,barwani district,22443,0,2018,madhya-pradesh,Q2
713,katni district,39536,0,2018,madhya-pradesh,Q2
714,dindori district,9224,0,2018,madhya-pradesh,Q2
715,shivpuri district,37234,0,2018,madhya-pradesh,Q2
716,gwalior district,193605,0,2018,madhya-pradesh,Q2
717,anuppur district,25374,0,2018,madhya-pradesh,Q2
718,agar malwa district,16753,0,2018,madhya-pradesh,Q2
719,ashoknagar district,23253,0,2018,madhya-pradesh,Q2
720,sagar district,100623,0,2018,madhya-pradesh,Q2
721,niwari district,9413,0,2018,madhya-pradesh,Q2
722,rewa district,100661,0,2018,madhya-pradesh,Q2
723,shajapur district,41285,0,2018,madhya-pradesh,Q2
724,ujjain district,113216,0,2018,madhya-pradesh,Q2
725,bhind district,47639,0,2018,madhya-pradesh,Q2
726,tikamgarh district,21942,0,2018,madhya-pradesh,Q2
727,seoni district,39979,0,2018,madhya-pradesh,Q2
728,harda district,24635,0,2018,madhya-pradesh,Q2
729,burhanpur district,22302,0,2018,madhya-pradesh,Q2
730,damoh district,33463,0,2018,madhya-pradesh,Q2
731,bhopal district,398498,0,2018,madhya-pradesh,Q2
732,jhabua district,13499,0,2018,madhya-pradesh,Q2
733,dhar district,86280,0,2018,madhya-pradesh,Q2
734,guna district,52881,0,2018,madhya-pradesh,Q2
735,east nimar district,39725,0,2018,madhya-pradesh,Q2
736,chhindwara district,87704,0,2018,madhya-pradesh,Q2
737,umaria district,15772,0,2018,madhya-pradesh,Q2
738,mandla district,19276,0,2018,madhya-pradesh,Q2
739,indore district,479904,0,2018,madhya-pradesh,Q2
740,shahdol district,35993,0,2018,madhya-pradesh,Q2
741,ratlam district,66181,0,2018,madhya-pradesh,Q2
742,panna district,18555,0,2018,madhya-pradesh,Q2
743,chhatarpur district,48506,0,2018,madhya-pradesh,Q2
744,morena district,75004,0,2018,madhya-pradesh,Q3
745,alirajpur district,7606,0,2018,madhya-pradesh,Q3
746,sehore district,103905,0,2018,madhya-pradesh,Q3
747,rajgarh district,70348,0,2018,madhya-pradesh,Q3
748,khargone district,72892,0,2018,madhya-pradesh,Q3
749,satna district,103407,0,2018,madhya-pradesh,Q3
750,narsinghpur district,64578,0,2018,madhya-pradesh,Q3
751,jabalpur district,193535,0,2018,madhya-pradesh,Q3
752,hoshangabad district,84713,0,2018,madhya-pradesh,Q3
753,vidisha district,76590,0,2018,madhya-pradesh,Q3
754,balaghat district,68079,0,2018,madhya-pradesh,Q3
755,singrauli district,73175,0,2018,madhya-pradesh,Q3
756,betul district,83041,0,2018,madhya-pradesh,Q3
757,sidhi district,35518,0,2018,madhya-pradesh,Q3
758,datia district,30483,0,2018,madhya-pradesh,Q3
759,dewas district,105774,0,2018,madhya-pradesh,Q3
760,sheopur district,17723,0,2018,madhya-pradesh,Q3
761,neemuch district,47901,0,2018,madhya-pradesh,Q3
762,raisen district,78648,0,2018,madhya-pradesh,Q3
763,mandsaur district,73577,0,2018,madhya-pradesh,Q3
764,barwani district,29421,0,2018,madhya-pradesh,Q3
765,katni district,49748,0,2018,madhya-pradesh,Q3
766,dindori district,12903,0,2018,madhya-pradesh,Q3
767,shivpuri district,47616,0,2018,madhya-pradesh,Q3
768,gwalior district,236305,0,2018,madhya-pradesh,Q3
769,anuppur district,32188,0,2018,madhya-pradesh,Q3
770,agar malwa district,22143,0,2018,madhya-pradesh,Q3
771,ashoknagar district,30102,0,2018,madhya-pradesh,Q3
772,sagar district,128283,0,2018,madhya-pradesh,Q3
773,niwari district,12173,0,2018,madhya-pradesh,Q3
774,rewa district,125803,0,2018,madhya-pradesh,Q3
775,shajapur district,52686,0,2018,madhya-pradesh,Q3
776,ujjain district,143770,0,2018,madhya-pradesh,Q3
777,bhind district,61906,0,2018,madhya-pradesh,Q3
778,tikamgarh district,28168,0,2018,madhya-pradesh,Q3
779,seoni district,51561,0,2018,madhya-pradesh,Q3
780,harda district,30835,0,2018,madhya-pradesh,Q3
781,burhanpur district,28441,0,2018,madhya-pradesh,Q3
782,damoh district,42032,0,2018,madhya-pradesh,Q3
783,bhopal district,474192,0,2018,madhya-pradesh,Q3
784,jhabua district,18084,0,2018,madhya-pradesh,Q3
785,dhar district,110726,0,2018,madhya-pradesh,Q3
786,guna district,67630,0,2018,madhya-pradesh,Q3
787,east nimar district,50390,0,2018,madhya-pradesh,Q3
788,chhindwara district,109266,0,2018,madhya-pradesh,Q3
789,umaria district,20386,0,2018,madhya-pradesh,Q3
790,mandla district,25522,0,2018,madhya-pradesh,Q3
791,indore district,585621,0,2018,madhya-pradesh,Q3
792,shahdol district,45154,0,2018,madhya-pradesh,Q3
793,ratlam district,85431,0,2018,madhya-pradesh,Q3
794,panna district,24008,0,2018,madhya-pradesh,Q3
795,chhatarpur district,60318,0,2018,madhya-pradesh,Q3
796,morena district,95267,0,2018,madhya-pradesh,Q4
797,alirajpur district,10442,0,2018,madhya-pradesh,Q4
798,sehore district,125974,0,2018,madhya-pradesh,Q4
799,rajgarh district,88511,0,2018,madhya-pradesh,Q4
800,khargone district,91189,0,2018,madhya-pradesh,Q4
801,satna district,133865,0,2018,madhya-pradesh,Q4
802,narsinghpur district,80034,0,2018,madhya-pradesh,Q4
803,jabalpur district,248495,0,2018,madhya-pradesh,Q4
804,hoshangabad district,104621,0,2018,madhya-pradesh,Q4
805,vidisha district,95544,0,2018,madhya-pradesh,Q4
806,balaghat district,88279,0,2018,madhya-pradesh,Q4
807,singrauli district,90217,0,2018,madhya-pradesh,Q4
808,betul district,103060,0,2018,madhya-pradesh,Q4
809,sidhi district,46218,0,2018,madhya-pradesh,Q4
810,datia district,39314,0,2018,madhya-pradesh,Q4
811,dewas district,129719,0,2018,madhya-pradesh,Q4
812,sheopur district,22653,0,2018,madhya-pradesh,Q4
813,neemuch district,59043,0,2018,madhya-pradesh,Q4
814,raisen district,97966,0,2018,madhya-pradesh,Q4
815,mandsaur district,91133,0,2018,madhya-pradesh,Q4
816,barwani district,37607,0,2018,madhya-pradesh,Q4
817,katni district,65040,0,2018,madhya-pradesh,Q4
818,dindori district,17502,0,2018,madhya-pradesh,Q4
819,shivpuri district,60316,0,2018,madhya-pradesh,Q4
820,gwalior district,284894,0,2018,madhya-pradesh,Q4
821,anuppur district,41252,0,2018,madhya-pradesh,Q4
822,agar malwa district,27331,0,2018,madhya-pradesh,Q4
823,ashoknagar district,37390,0,2018,madhya-pradesh,Q4
824,sagar district,162788,0,2018,madhya-pradesh,Q4
825,niwari district,15512,0,2018,madhya-pradesh,Q4
826,rewa district,160024,0,2018,madhya-pradesh,Q4
827,shajapur district,64217,0,2018,madhya-pradesh,Q4
828,ujjain district,177894,0,2018,madhya-pradesh,Q4
829,bhind district,78871,0,2018,madhya-pradesh,Q4
830,tikamgarh district,36395,0,2018,madhya-pradesh,Q4
831,seoni district,66772,0,2018,madhya-pradesh,Q4
832,harda district,37692,0,2018,madhya-pradesh,Q4
