,District name,No of Registered User,AppOpens,Year,State Name,Quater
11419,tiruchirappalli district,299366,4026588,2019,tamil-nadu,Q4
11420,ramanathapuram district,80027,961831,2019,tamil-nadu,Q4
11421,krishnagiri district,335178,5693842,2019,tamil-nadu,Q4
11422,cuddalore district,216583,2459744,2019,tamil-nadu,Q4
11423,kancheepuram district,564806,11050988,2019,tamil-nadu,Q4
11424,tiruppur district,427694,6111411,2019,tamil-nadu,Q4
11425,dharmapuri district,171677,2525020,2019,tamil-nadu,Q4
11426,thoothukkudi district,131336,1491277,2019,tamil-nadu,Q4
11427,thanjavur district,181672,2336862,2019,tamil-nadu,Q4
11428,madurai district,351234,4634811,2019,tamil-nadu,Q4
11429,tiruvannamalai district,202112,2639455,2019,tamil-nadu,Q4
11430,salem district,390301,4975680,2019,tamil-nadu,Q4
11431,nagapattinam district,87998,989769,2019,tamil-nadu,Q4
11432,tirupathur district,129026,1825987,2019,tamil-nadu,Q4
11433,ariyalur district,52294,617517,2019,tamil-nadu,Q4
11434,chennai district,1216610,22828193,2019,tamil-nadu,Q4
11435,the nilgiris district,69335,970095,2019,tamil-nadu,Q4
11436,erode district,242324,2893474,2019,tamil-nadu,Q4
11437,karur district,89726,1036381,2019,tamil-nadu,Q4
11438,kallakkurichi district,118948,1382861,2019,tamil-nadu,Q4
11439,viluppuram district,157860,2142547,2019,tamil-nadu,Q4
11440,pudukkottai district,89251,1061296,2019,tamil-nadu,Q4
11441,perambalur district,43804,494635,2019,tamil-nadu,Q4
11442,coimbatore district,767480,12267898,2019,tamil-nadu,Q4
11443,virudhunagar district,136782,1588707,2019,tamil-nadu,Q4
11444,dindigul district,177010,2388757,2019,tamil-nadu,Q4
11445,sivaganga district,92648,1107528,2019,tamil-nadu,Q4
11446,tenkasi district,79619,824540,2019,tamil-nadu,Q4
11447,chengalpattu district,829575,22382821,2019,tamil-nadu,Q4
11448,kanniyakumari district,147268,1703596,2019,tamil-nadu,Q4
11449,tirunelveli district,136178,1506103,2019,tamil-nadu,Q4
11450,thiruvallur district,934744,16550582,2019,tamil-nadu,Q4
11451,theni district,96179,1142433,2019,tamil-nadu,Q4
11452,ranipet district,141642,2023415,2019,tamil-nadu,Q4
11453,namakkal district,169515,1979201,2019,tamil-nadu,Q4
11454,vellore district,198172,3676316,2019,tamil-nadu,Q4
11455,thiruvarur district,64519,719556,2019,tamil-nadu,Q4
11456,tiruchirappalli district,339829,4719933,2020,tamil-nadu,Q1
11457,ramanathapuram district,93243,1175864,2020,tamil-nadu,Q1
11458,krishnagiri district,379857,6993104,2020,tamil-nadu,Q1
11459,cuddalore district,247650,2974425,2020,tamil-nadu,Q1
11460,kancheepuram district,626872,12333880,2020,tamil-nadu,Q1
11461,tiruppur district,488697,7062739,2020,tamil-nadu,Q1
11462,dharmapuri district,194617,3208124,2020,tamil-nadu,Q1
11463,thoothukkudi district,152572,1838344,2020,tamil-nadu,Q1
11464,thanjavur district,208798,2797086,2020,tamil-nadu,Q1
11465,madurai district,402474,5507257,2020,tamil-nadu,Q1
11466,tiruvannamalai district,230261,3220937,2020,tamil-nadu,Q1
11467,salem district,442045,5979694,2020,tamil-nadu,Q1
11468,nagapattinam district,101777,1199502,2020,tamil-nadu,Q1
11469,tirupathur district,148648,2283628,2020,tamil-nadu,Q1
11470,ariyalur district,60040,750655,2020,tamil-nadu,Q1
11471,chennai district,1340762,25098869,2020,tamil-nadu,Q1
11472,the nilgiris district,80235,1121593,2020,tamil-nadu,Q1
11473,erode district,279035,3501764,2020,tamil-nadu,Q1
11474,karur district,102936,1273957,2020,tamil-nadu,Q1
11475,kallakkurichi district,138096,1826308,2020,tamil-nadu,Q1
11476,viluppuram district,181301,2691021,2020,tamil-nadu,Q1
11477,pudukkottai district,103610,1301766,2020,tamil-nadu,Q1
11478,perambalur district,50493,630038,2020,tamil-nadu,Q1
11479,coimbatore district,868832,14620009,2020,tamil-nadu,Q1
11480,virudhunagar district,158388,1996827,2020,tamil-nadu,Q1
11481,dindigul district,204661,2864002,2020,tamil-nadu,Q1
11482,sivaganga district,106993,1359734,2020,tamil-nadu,Q1
11483,tenkasi district,92142,1017754,2020,tamil-nadu,Q1
11484,chengalpattu district,912587,24586991,2020,tamil-nadu,Q1
11485,kanniyakumari district,171611,1981360,2020,tamil-nadu,Q1
11486,tirunelveli district,158258,1860525,2020,tamil-nadu,Q1
11487,thiruvallur district,1041642,18732482,2020,tamil-nadu,Q1
11488,theni district,111186,1398101,2020,tamil-nadu,Q1
11489,ranipet district,160257,2386777,2020,tamil-nadu,Q1
11490,namakkal district,191510,2352284,2020,tamil-nadu,Q1
11491,vellore district,225181,4369641,2020,tamil-nadu,Q1
11492,thiruvarur district,75272,891778,2020,tamil-nadu,Q1
11493,tiruchirappalli district,383178,4397712,2020,tamil-nadu,Q2
11494,ramanathapuram district,111008,1538437,2020,tamil-nadu,Q2
11495,krishnagiri district,424184,6702370,2020,tamil-nadu,Q2
11496,cuddalore district,283455,3562036,2020,tamil-nadu,Q2
11497,kancheepuram district,678899,7473570,2020,tamil-nadu,Q2
11498,tiruppur district,550609,5884781,2020,tamil-nadu,Q2
11499,dharmapuri district,221016,3874848,2020,tamil-nadu,Q2
11500,thoothukkudi district,176731,2097792,2020,tamil-nadu,Q2
11501,thanjavur district,240366,2808288,2020,tamil-nadu,Q2
11502,madurai district,456527,5318809,2020,tamil-nadu,Q2
11503,tiruvannamalai district,264353,4180733,2020,tamil-nadu,Q2
11504,salem district,499360,6083707,2020,tamil-nadu,Q2
11505,nagapattinam district,119011,1465103,2020,tamil-nadu,Q2
11506,tirupathur district,170574,2597785,2020,tamil-nadu,Q2
11507,ariyalur district,70530,1030795,2020,tamil-nadu,Q2
11508,chennai district,1436722,13039961,2020,tamil-nadu,Q2
11509,the nilgiris district,93246,1275950,2020,tamil-nadu,Q2
11510,erode district,317681,3331606,2020,tamil-nadu,Q2
11511,karur district,118636,1436363,2020,tamil-nadu,Q2
11512,kallakkurichi district,160550,2486862,2020,tamil-nadu,Q2
11513,viluppuram district,206170,3122431,2020,tamil-nadu,Q2
11514,pudukkottai district,122447,1627425,2020,tamil-nadu,Q2
11515,perambalur district,58963,747910,2020,tamil-nadu,Q2
11516,coimbatore district,958191,9575606,2020,tamil-nadu,Q2
11517,virudhunagar district,184693,2347483,2020,tamil-nadu,Q2
11518,dindigul district,236638,3137832,2020,tamil-nadu,Q2
11519,sivaganga district,125461,1694826,2020,tamil-nadu,Q2
11520,tenkasi district,108499,1389035,2020,tamil-nadu,Q2
11521,chengalpattu district,979769,11430968,2020,tamil-nadu,Q2
11522,kanniyakumari district,201361,2294160,2020,tamil-nadu,Q2
11523,tirunelveli district,182743,2083902,2020,tamil-nadu,Q2
11524,thiruvallur district,1140330,13599646,2020,tamil-nadu,Q2
11525,theni district,129850,1754220,2020,tamil-nadu,Q2
11526,ranipet district,180545,2540420,2020,tamil-nadu,Q2
11527,namakkal district,217014,2357316,2020,tamil-nadu,Q2
11528,vellore district,252106,3459528,2020,tamil-nadu,Q2
11529,thiruvarur district,89370,1157231,2020,tamil-nadu,Q2
11530,tiruchirappalli district,433221,5742354,2020,tamil-nadu,Q3
11531,ramanathapuram district,127682,1769579,2020,tamil-nadu,Q3
11532,krishnagiri district,480568,9843357,2020,tamil-nadu,Q3
11533,cuddalore district,323758,4318946,2020,tamil-nadu,Q3
11534,kancheepuram district,744437,10979357,2020,tamil-nadu,Q3
11535,tiruppur district,625391,8853479,2020,tamil-nadu,Q3
11536,dharmapuri district,250927,4858338,2020,tamil-nadu,Q3
11537,thoothukkudi district,202127,2568735,2020,tamil-nadu,Q3
11538,thanjavur district,275156,3451569,2020,tamil-nadu,Q3
11539,madurai district,516447,6967595,2020,tamil-nadu,Q3
11540,tiruvannamalai district,299947,4626373,2020,tamil-nadu,Q3
11541,salem district,564858,8036658,2020,tamil-nadu,Q3
11542,nagapattinam district,136672,1679819,2020,tamil-nadu,Q3
11543,tirupathur district,195018,3207917,2020,tamil-nadu,Q3
11544,ariyalur district,81288,1186221,2020,tamil-nadu,Q3
11545,chennai district,1566152,19853785,2020,tamil-nadu,Q3
11546,the nilgiris district,107078,1552763,2020,tamil-nadu,Q3
11547,erode district,364107,4686901,2020,tamil-nadu,Q3
11548,karur district,136196,1821465,2020,tamil-nadu,Q3
11549,kallakkurichi district,186752,3015004,2020,tamil-nadu,Q3
11550,viluppuram district,233908,3650029,2020,tamil-nadu,Q3
11551,pudukkottai district,142310,1923958,2020,tamil-nadu,Q3
11552,perambalur district,68517,960757,2020,tamil-nadu,Q3
11553,coimbatore district,1073680,14633137,2020,tamil-nadu,Q3
11554,virudhunagar district,211752,2813373,2020,tamil-nadu,Q3
11555,dindigul district,271023,3960702,2020,tamil-nadu,Q3
11556,sivaganga district,145227,2077288,2020,tamil-nadu,Q3
11557,tenkasi district,125008,1608242,2020,tamil-nadu,Q3
11558,chengalpattu district,1064263,15465951,2020,tamil-nadu,Q3
11559,kanniyakumari district,232596,2873401,2020,tamil-nadu,Q3
11560,tirunelveli district,209034,2600875,2020,tamil-nadu,Q3
11561,thiruvallur district,1260923,18894716,2020,tamil-nadu,Q3
11562,theni district,150319,2140066,2020,tamil-nadu,Q3
11563,ranipet district,203081,3140985,2020,tamil-nadu,Q3
11564,namakkal district,246708,3170275,2020,tamil-nadu,Q3
11565,vellore district,283896,4428079,2020,tamil-nadu,Q3
11566,thiruvarur district,103424,1321235,2020,tamil-nadu,Q3
11567,tiruchirappalli district,487716,7800392,2020,tamil-nadu,Q4
11568,ramanathapuram district,145999,2165346,2020,tamil-nadu,Q4
11569,krishnagiri district,545815,15449925,2020,tamil-nadu,Q4
11570,cuddalore district,369293,5648690,2020,tamil-nadu,Q4
11571,kancheepuram district,829207,18203380,2020,tamil-nadu,Q4
11572,tiruppur district,710489,12955683,2020,tamil-nadu,Q4
11573,dharmapuri district,282824,6532789,2020,tamil-nadu,Q4
11574,thoothukkudi district,229630,3340803,2020,tamil-nadu,Q4
11575,thanjavur district,313862,4559579,2020,tamil-nadu,Q4
11576,madurai district,582252,9594616,2020,tamil-nadu,Q4
11577,tiruvannamalai district,339997,6067460,2020,tamil-nadu,Q4
11578,salem district,638883,11221873,2020,tamil-nadu,Q4
11579,nagapattinam district,157944,2206727,2020,tamil-nadu,Q4
11580,tirupathur district,222641,4673945,2020,tamil-nadu,Q4
11581,ariyalur district,92841,1414528,2020,tamil-nadu,Q4
11582,chennai district,1731527,34622039,2020,tamil-nadu,Q4
11583,the nilgiris district,122548,2221229,2020,tamil-nadu,Q4
11584,erode district,414616,6764324,2020,tamil-nadu,Q4
11585,karur district,155208,2430114,2020,tamil-nadu,Q4
11586,kallakkurichi district,212502,3489787,2020,tamil-nadu,Q4
11587,viluppuram district,265349,4842033,2020,tamil-nadu,Q4
11588,pudukkottai district,163394,2443995,2020,tamil-nadu,Q4
11589,perambalur district,78324,1246209,2020,tamil-nadu,Q4
11590,coimbatore district,1205249,22669786,2020,tamil-nadu,Q4
11591,virudhunagar district,241382,3709784,2020,tamil-nadu,Q4
11592,dindigul district,307925,5367168,2020,tamil-nadu,Q4
11593,sivaganga district,166798,2627172,2020,tamil-nadu,Q4
11594,tenkasi district,142862,2009081,2020,tamil-nadu,Q4
11595,chengalpattu district,1170720,25436109,2020,tamil-nadu,Q4
11596,kanniyakumari district,262708,3675595,2020,tamil-nadu,Q4
11597,tirunelveli district,237977,3457326,2020,tamil-nadu,Q4
11598,thiruvallur district,1408348,29646954,2020,tamil-nadu,Q4
11599,theni district,171990,2779589,2020,tamil-nadu,Q4
11600,ranipet district,229732,4467031,2020,tamil-nadu,Q4
11601,namakkal district,280271,4367389,2020,tamil-nadu,Q4
11602,vellore district,319993,6500445,2020,tamil-nadu,Q4
11603,thiruvarur district,118770,1624657,2020,tamil-nadu,Q4
11604,tiruchirappalli district,527667,8836445,2021,tamil-nadu,Q1
11605,ramanathapuram district,158933,2470213,2021,tamil-nadu,Q1
11606,krishnagiri district,592655,18257136,2021,tamil-nadu,Q1
11607,cuddalore district,401780,6718405,2021,tamil-nadu,Q1
11608,kancheepuram district,895950,22914978,2021,tamil-nadu,Q1
11609,tiruppur district,772074,15416834,2021,tamil-nadu,Q1
11610,dharmapuri district,306834,7786122,2021,tamil-nadu,Q1
11611,thoothukkudi district,249036,3774093,2021,tamil-nadu,Q1
11612,thanjavur district,340874,5383102,2021,tamil-nadu,Q1
11613,madurai district,630685,10792871,2021,tamil-nadu,Q1
11614,tiruvannamalai district,369304,7105656,2021,tamil-nadu,Q1
11615,salem district,693137,13212180,2021,tamil-nadu,Q1
11616,nagapattinam district,172162,2709896,2021,tamil-nadu,Q1
11617,tirupathur district,242300,5673187,2021,tamil-nadu,Q1
11618,ariyalur district,101107,1628883,2021,tamil-nadu,Q1
11619,chennai district,1865001,44025572,2021,tamil-nadu,Q1
11620,the nilgiris district,132909,2667830,2021,tamil-nadu,Q1
11621,erode district,449675,7891302,2021,tamil-nadu,Q1
11622,karur district,168402,2748286,2021,tamil-nadu,Q1
11623,kallakkurichi district,231208,4214895,2021,tamil-nadu,Q1
11624,viluppuram district,287910,5813660,2021,tamil-nadu,Q1
11625,pudukkottai district,178074,2798190,2021,tamil-nadu,Q1
11626,perambalur district,85113,1379818,2021,tamil-nadu,Q1
11627,coimbatore district,1304141,28188456,2021,tamil-nadu,Q1
11628,virudhunagar district,262406,4141001,2021,tamil-nadu,Q1
11629,dindigul district,334350,6175195,2021,tamil-nadu,Q1
11630,sivaganga district,181917,3022065,2021,tamil-nadu,Q1
11631,tenkasi district,155104,2189726,2021,tamil-nadu,Q1
11632,chengalpattu district,1259678,32721455,2021,tamil-nadu,Q1
11633,kanniyakumari district,284941,4119075,2021,tamil-nadu,Q1
11634,tirunelveli district,258947,3981829,2021,tamil-nadu,Q1
11635,thiruvallur district,1522407,36786664,2021,tamil-nadu,Q1
11636,theni district,187104,3191924,2021,tamil-nadu,Q1
11637,ranipet district,248923,5222726,2021,tamil-nadu,Q1
11638,namakkal district,304004,5067526,2021,tamil-nadu,Q1
11639,vellore district,346428,7829717,2021,tamil-nadu,Q1
11640,thiruvarur district,129468,1944801,2021,tamil-nadu,Q1
11641,tiruchirappalli district,565156,10014470,2021,tamil-nadu,Q2
11642,ramanathapuram district,170759,5788658,2021,tamil-nadu,Q2
11643,krishnagiri district,635191,20912278,2021,tamil-nadu,Q2
11644,cuddalore district,430763,7572362,2021,tamil-nadu,Q2
11645,kancheepuram district,957182,14405043,2021,tamil-nadu,Q2
11646,tiruppur district,828168,13987286,2021,tamil-nadu,Q2
11647,dharmapuri district,329355,11902186,2021,tamil-nadu,Q2
11648,thoothukkudi district,267294,6425418,2021,tamil-nadu,Q2
11649,thanjavur district,365299,6514813,2021,tamil-nadu,Q2
11650,madurai district,675035,10452990,2021,tamil-nadu,Q2
11651,tiruvannamalai district,396885,11401391,2021,tamil-nadu,Q2
11652,salem district,742566,14905297,2021,tamil-nadu,Q2
11653,nagapattinam district,184857,3829274,2021,tamil-nadu,Q2
11654,tirupathur district,259721,6705794,2021,tamil-nadu,Q2
11655,ariyalur district,108556,2853636,2021,tamil-nadu,Q2
11656,chennai district,1988355,23465841,2021,tamil-nadu,Q2
11657,the nilgiris district,142446,3953366,2021,tamil-nadu,Q2
11658,erode district,482323,8787572,2021,tamil-nadu,Q2
11659,karur district,181017,5491006,2021,tamil-nadu,Q2
11660,kallakkurichi district,248488,6466350,2021,tamil-nadu,Q2
11661,viluppuram district,309150,7877686,2021,tamil-nadu,Q2
11662,pudukkottai district,191659,6718305,2021,tamil-nadu,Q2
11663,perambalur district,91400,2624650,2021,tamil-nadu,Q2
11664,coimbatore district,1393621,20466115,2021,tamil-nadu,Q2
11665,virudhunagar district,281847,6465638,2021,tamil-nadu,Q2
11666,dindigul district,358919,10288708,2021,tamil-nadu,Q2
11667,sivaganga district,195549,6634652,2021,tamil-nadu,Q2
11668,tenkasi district,166417,3782378,2021,tamil-nadu,Q2
11669,chengalpattu district,1344163,20067816,2021,tamil-nadu,Q2
11670,kanniyakumari district,305185,4065120,2021,tamil-nadu,Q2
11671,tirunelveli district,277572,5628868,2021,tamil-nadu,Q2
11672,thiruvallur district,1626966,25866052,2021,tamil-nadu,Q2
11673,theni district,200555,4717639,2021,tamil-nadu,Q2
11674,ranipet district,266500,5358940,2021,tamil-nadu,Q2
11675,namakkal district,326094,6676942,2021,tamil-nadu,Q2
11676,vellore district,370600,7417717,2021,tamil-nadu,Q2
11677,thiruvarur district,138929,3476217,2021,tamil-nadu,Q2
11678,tiruchirappalli district,607438,13013878,2021,tamil-nadu,Q3
11679,ramanathapuram district,184592,7525400,2021,tamil-nadu,Q3
11680,krishnagiri district,683549,27316621,2021,tamil-nadu,Q3
11681,cuddalore district,463831,9827523,2021,tamil-nadu,Q3
11682,kancheepuram district,1025651,19375692,2021,tamil-nadu,Q3
11683,tiruppur district,891753,21671965,2021,tamil-nadu,Q3
11684,dharmapuri district,355076,15339761,2021,tamil-nadu,Q3
11685,thoothukkudi district,288108,8777581,2021,tamil-nadu,Q3
11686,thanjavur district,392930,8199685,2021,tamil-nadu,Q3
11687,madurai district,725021,13827478,2021,tamil-nadu,Q3
11688,tiruvannamalai district,428728,13794613,2021,tamil-nadu,Q3
11689,salem district,798213,20472771,2021,tamil-nadu,Q3
11690,nagapattinam district,199299,4991047,2021,tamil-nadu,Q3
11691,tirupathur district,279522,8722087,2021,tamil-nadu,Q3
11692,ariyalur district,117383,3848076,2021,tamil-nadu,Q3
11693,chennai district,2124347,32604176,2021,tamil-nadu,Q3
11694,the nilgiris district,153030,5408994,2021,tamil-nadu,Q3
11695,erode district,519095,12194930,2021,tamil-nadu,Q3
11696,karur district,195366,7353859,2021,tamil-nadu,Q3
11697,kallakkurichi district,268553,8113239,2021,tamil-nadu,Q3
11698,viluppuram district,333349,9367720,2021,tamil-nadu,Q3
11699,pudukkottai district,207359,8715851,2021,tamil-nadu,Q3
11700,perambalur district,98707,3559584,2021,tamil-nadu,Q3
11701,coimbatore district,1494350,29670591,2021,tamil-nadu,Q3
11702,virudhunagar district,303934,8566821,2021,tamil-nadu,Q3
11703,dindigul district,386724,14066264,2021,tamil-nadu,Q3
11704,sivaganga district,211419,8437970,2021,tamil-nadu,Q3
11705,tenkasi district,179448,5091451,2021,tamil-nadu,Q3
11706,chengalpattu district,1438295,26216614,2021,tamil-nadu,Q3
11707,kanniyakumari district,327767,5466962,2021,tamil-nadu,Q3
11708,tirunelveli district,298663,7647663,2021,tamil-nadu,Q3
11709,thiruvallur district,1744228,33893931,2021,tamil-nadu,Q3
11710,theni district,215932,6649668,2021,tamil-nadu,Q3
11711,ranipet district,286775,6784440,2021,tamil-nadu,Q3
11712,namakkal district,351110,9186158,2021,tamil-nadu,Q3
11713,vellore district,397837,9908984,2021,tamil-nadu,Q3
11714,thiruvarur district,150058,4216686,2021,tamil-nadu,Q3
11715,tiruchirappalli district,649095,18168700,2021,tamil-nadu,Q4
11716,ramanathapuram district,197871,5823063,2021,tamil-nadu,Q4
11717,krishnagiri district,731018,41063180,2021,tamil-nadu,Q4
11718,cuddalore district,496175,15600629,2021,tamil-nadu,Q4
11719,kancheepuram district,1094222,38045414,2021,tamil-nadu,Q4
11720,tiruppur district,954674,38382082,2021,tamil-nadu,Q4
11721,dharmapuri district,380374,18597625,2021,tamil-nadu,Q4
11722,thoothukkudi district,308403,8325418,2021,tamil-nadu,Q4
11723,thanjavur district,419975,11666398,2021,tamil-nadu,Q4
11724,madurai district,774490,22579696,2021,tamil-nadu,Q4
11725,tiruvannamalai district,459291,15602060,2021,tamil-nadu,Q4
11726,salem district,853064,30404374,2021,tamil-nadu,Q4
11727,nagapattinam district,213351,6048155,2021,tamil-nadu,Q4
11728,tirupathur district,298708,13267509,2021,tamil-nadu,Q4
11729,ariyalur district,125914,4097525,2021,tamil-nadu,Q4
11730,chennai district,2261346,61396354,2021,tamil-nadu,Q4
11731,the nilgiris district,163376,5738513,2021,tamil-nadu,Q4
11732,erode district,555089,17688206,2021,tamil-nadu,Q4
11733,karur district,209536,6652899,2021,tamil-nadu,Q4
11734,kallakkurichi district,287987,10237398,2021,tamil-nadu,Q4
11735,viluppuram district,356755,12145153,2021,tamil-nadu,Q4
11736,pudukkottai district,222558,6954715,2021,tamil-nadu,Q4
11737,perambalur district,105814,3321994,2021,tamil-nadu,Q4
11738,coimbatore district,1594082,56676456,2021,tamil-nadu,Q4
11739,virudhunagar district,325642,9467511,2021,tamil-nadu,Q4
11740,dindigul district,414158,14851971,2021,tamil-nadu,Q4
11741,sivaganga district,226759,7264948,2021,tamil-nadu,Q4
